datetime,symbol,open,high,low,close,volume
2022-01-11 09:00:00,SET:JMART,56.25,57.25,55.5,56.5,8999600.0
2022-01-12 09:00:00,SET:JMART,57.0,57.75,56.75,57.5,5611200.0
2022-01-13 09:00:00,SET:JMART,57.25,57.5,56.5,57.25,5244400.0
2022-01-14 09:00:00,SET:JMART,57.0,57.0,55.75,56.0,7906300.0
2022-01-17 09:00:00,SET:JMART,55.5,56.75,55.25,56.5,8352100.0
2022-01-18 09:00:00,SET:JMART,56.5,57.0,55.25,55.5,7501500.0
2022-01-19 09:00:00,SET:JMART,55.25,56.0,53.75,54.0,13953700.0
2022-01-20 09:00:00,SET:JMART,54.5,55.25,53.75,54.75,10365800.0
2022-01-21 09:00:00,SET:JMART,54.5,57.0,54.5,56.25,11969200.0
2022-01-24 09:00:00,SET:JMART,56.5,57.25,55.75,57.0,11088400.0
2022-01-25 09:00:00,SET:JMART,57.0,57.75,56.25,57.5,12428500.0
2022-01-26 09:00:00,SET:JMART,57.5,57.75,55.0,55.25,14981100.0
2022-01-27 09:00:00,SET:JMART,55.25,55.75,53.75,54.5,9131300.0
2022-01-28 09:00:00,SET:JMART,55.0,55.0,51.5,52.25,10978500.0
2022-01-31 09:00:00,SET:JMART,52.25,54.0,51.75,53.5,9596000.0
2022-02-01 09:00:00,SET:JMART,54.0,55.5,54.0,55.5,8670600.0
2022-02-02 09:00:00,SET:JMART,55.25,55.5,54.75,55.0,5582900.0
2022-02-03 09:00:00,SET:JMART,55.0,55.5,53.75,53.75,5380900.0
2022-02-04 09:00:00,SET:JMART,54.25,54.25,53.25,53.25,3594100.0
2022-02-07 09:00:00,SET:JMART,53.5,54.0,52.75,53.0,3886800.0
2022-02-08 09:00:00,SET:JMART,53.0,53.25,51.75,52.5,5800500.0
2022-02-09 09:00:00,SET:JMART,52.75,53.75,52.5,52.75,7869700.0
2022-02-10 09:00:00,SET:JMART,53.25,53.75,51.25,52.0,9890400.0
2022-02-11 09:00:00,SET:JMART,52.0,53.0,51.5,52.0,5464200.0
2022-02-14 09:00:00,SET:JMART,51.75,51.75,49.5,50.0,11304500.0
2022-02-15 09:00:00,SET:JMART,50.25,51.75,50.25,51.5,5453500.0
2022-02-17 09:00:00,SET:JMART,51.75,52.0,50.5,50.5,5293600.0
2022-02-18 09:00:00,SET:JMART,50.5,51.0,49.75,49.75,5398300.0
