datetime,symbol,open,high,low,close,volume
2017-12-06 09:00:00,SET:THG,33.68327448,33.68327448,33.68327448,33.68327448,0.0
2017-12-07 09:00:00,SET:THG,32.57527203,34.12647546,32.35367154,32.57527203,70901242.14075519
2017-12-08 09:00:00,SET:THG,31.46726958,31.91047056,29.69446566,29.69446566,19309524.08995124
2017-12-12 09:00:00,SET:THG,28.8080637,28.8080637,25.92725733,26.14885782,28204811.27997506
2017-12-13 09:00:00,SET:THG,26.81365929,27.92166174,26.5920588,27.03525978,15817428.92355518
2017-12-14 09:00:00,SET:THG,27.25686027,27.70006125,26.81365929,26.81365929,3163914.48412411
2017-12-15 09:00:00,SET:THG,26.81365929,27.25686027,26.5920588,26.81365929,2504732.72870471
2017-12-18 09:00:00,SET:THG,26.81365929,27.03525978,26.5920588,26.5920588,3015223.4771683
2017-12-19 09:00:00,SET:THG,26.81365929,27.70006125,26.5920588,27.03525978,6395631.16489499
2017-12-20 09:00:00,SET:THG,27.03525978,27.47846076,27.03525978,27.03525978,1119243.91502925
2017-12-21 09:00:00,SET:THG,27.25686027,27.47846076,27.03525978,27.03525978,1759811.09067042
2017-12-22 09:00:00,SET:THG,27.25686027,27.47846076,27.03525978,27.03525978,1682306.74941197
2017-12-25 09:00:00,SET:THG,27.03525978,27.25686027,26.81365929,26.81365929,1056179.9750533
2017-12-26 09:00:00,SET:THG,26.81365929,27.25686027,26.5920588,26.5920588,4035076.8177453
2017-12-27 09:00:00,SET:THG,26.81365929,27.70006125,26.5920588,26.5920588,7364040.57590306
2017-12-28 09:00:00,SET:THG,26.5920588,27.03525978,26.5920588,26.5920588,1250786.94546208
2017-12-29 09:00:00,SET:THG,26.81365929,27.03525978,26.5920588,26.5920588,1047605.98679182
2018-01-03 09:00:00,SET:THG,26.5920588,27.25686027,26.5920588,26.5920588,3038012.23544226
2018-01-04 09:00:00,SET:THG,26.81365929,27.70006125,26.5920588,27.25686027,8832110.43441285
2018-01-05 09:00:00,SET:THG,27.25686027,27.47846076,26.81365929,26.81365929,2138645.99306617
2018-01-08 09:00:00,SET:THG,26.81365929,27.03525978,26.5920588,26.5920588,1077614.94570702
2018-01-09 09:00:00,SET:THG,26.81365929,26.81365929,26.5920588,26.81365929,767033.50249812
2018-01-10 09:00:00,SET:THG,26.81365929,27.25686027,26.81365929,26.81365929,3121608.62099177
2018-01-11 09:00:00,SET:THG,26.81365929,27.25686027,26.81365929,27.03525978,1002366.91714896
2018-01-12 09:00:00,SET:THG,27.03525978,27.25686027,26.5920588,26.81365929,2357508.32500416
2018-01-15 09:00:00,SET:THG,27.03525978,27.25686027,26.81365929,26.81365929,2005410.72810805
2018-01-16 09:00:00,SET:THG,27.03525978,29.91606615,27.03525978,29.69446566,25891413.86826356
2018-01-17 09:00:00,SET:THG,30.35926713,31.24566909,30.35926713,30.80246811,16383763.41135347
2018-01-18 09:00:00,SET:THG,30.58086762,30.58086762,29.47286517,29.69446566,8617986.35914569
2018-01-19 09:00:00,SET:THG,29.91606615,30.58086762,29.25126468,29.91606615,7556278.41797642
2018-01-22 09:00:00,SET:THG,29.91606615,30.80246811,29.91606615,30.58086762,3465809.12343651
2018-01-23 09:00:00,SET:THG,30.80246811,32.13207105,30.80246811,32.13207105,20296209.63383249
2018-01-24 09:00:00,SET:THG,32.13207105,32.13207105,31.0240686,31.24566909,7666724.92466059
2018-01-25 09:00:00,SET:THG,31.91047056,33.01847301,31.24566909,31.24566909,18887029.53680292
2018-01-26 09:00:00,SET:THG,31.68887007,32.57527203,31.0240686,32.35367154,9466811.197033
2018-01-29 09:00:00,SET:THG,32.35367154,32.35367154,31.91047056,31.91047056,2924181.2597075
2018-01-30 09:00:00,SET:THG,31.68887007,31.91047056,31.0240686,31.24566909,4667182.82076001
2018-01-31 09:00:00,SET:THG,31.24566909,31.68887007,31.0240686,31.24566909,2358636.48135435
2018-02-01 09:00:00,SET:THG,31.46726958,32.35367154,31.24566909,32.13207105,7223585.11030368
2018-02-02 09:00:00,SET:THG,32.13207105,32.79687252,31.68887007,31.68887007,5249762.76000112
2018-02-05 09:00:00,SET:THG,31.0240686,31.46726958,31.0240686,31.24566909,2626912.06143091
2018-02-06 09:00:00,SET:THG,30.80246811,30.80246811,30.13766664,30.58086762,4452381.85168273
2018-02-07 09:00:00,SET:THG,31.0240686,31.68887007,30.80246811,31.68887007,5429252.43531727
