datetime,symbol,open,high,low,close,volume
2017-04-04 09:00:00,SET:TPIPP,7.0,7.0,7.0,7.0,0.0
2017-04-05 09:00:00,SET:TPIPP,6.75,7.05,6.6,6.7,705744000.0
2017-04-07 09:00:00,SET:TPIPP,6.75,6.8,6.65,6.7,203829800.0
2017-04-10 09:00:00,SET:TPIPP,6.75,6.75,6.35,6.35,190361800.0
2017-04-11 09:00:00,SET:TPIPP,6.35,6.55,6.2,6.45,174526300.0
2017-04-12 09:00:00,SET:TPIPP,6.5,6.65,6.4,6.55,57938800.0
2017-04-17 09:00:00,SET:TPIPP,6.55,6.6,6.45,6.45,28527400.0
2017-04-18 09:00:00,SET:TPIPP,6.55,6.55,6.45,6.5,16684900.0
2017-04-19 09:00:00,SET:TPIPP,6.5,6.6,6.45,6.5,39676600.0
2017-04-20 09:00:00,SET:TPIPP,6.55,6.85,6.55,6.75,120990900.0
2017-04-21 09:00:00,SET:TPIPP,6.8,6.85,6.7,6.7,36946400.0
2017-04-24 09:00:00,SET:TPIPP,6.7,6.75,6.55,6.55,17205600.0
2017-04-25 09:00:00,SET:TPIPP,6.6,6.65,6.45,6.5,25530200.0
2017-04-26 09:00:00,SET:TPIPP,6.55,6.7,6.5,6.6,27122600.0
2017-04-27 09:00:00,SET:TPIPP,6.65,6.65,6.6,6.65,6412000.0
2017-04-28 09:00:00,SET:TPIPP,6.65,6.7,6.6,6.6,15699800.0
2017-05-02 09:00:00,SET:TPIPP,6.65,6.65,6.55,6.6,9812700.0
2017-05-03 09:00:00,SET:TPIPP,6.6,6.65,6.55,6.6,10847300.0
2017-05-04 09:00:00,SET:TPIPP,6.6,6.8,6.6,6.7,64777400.0
2017-05-08 09:00:00,SET:TPIPP,6.85,6.9,6.8,6.85,32301800.0
2017-05-09 09:00:00,SET:TPIPP,6.85,6.9,6.75,6.75,60888400.0
2017-05-11 09:00:00,SET:TPIPP,6.8,6.85,6.55,6.6,64281500.0
2017-05-12 09:00:00,SET:TPIPP,6.65,6.75,6.55,6.65,25011000.0
2017-05-15 09:00:00,SET:TPIPP,6.7,6.7,6.55,6.6,21780200.0
2017-05-16 09:00:00,SET:TPIPP,6.6,6.75,6.6,6.7,17823000.0
2017-05-17 09:00:00,SET:TPIPP,6.7,6.75,6.55,6.65,26174300.0
2017-05-18 09:00:00,SET:TPIPP,6.6,6.9,6.6,6.75,47371000.0
2017-05-19 09:00:00,SET:TPIPP,6.7,6.7,6.6,6.65,21646900.0
2017-05-22 09:00:00,SET:TPIPP,6.7,6.7,6.6,6.6,11624400.0
2017-05-23 09:00:00,SET:TPIPP,6.65,6.7,6.55,6.6,33833700.0
2017-05-24 09:00:00,SET:TPIPP,6.6,6.65,6.55,6.6,20171000.0
2017-05-25 09:00:00,SET:TPIPP,6.6,6.7,6.55,6.65,18242000.0
