datetime,symbol,open,high,low,close,volume
2005-07-25 08:00:00,TWSE:2303,28.827292,29.258469,28.580906,28.642502,44078.0
2005-07-26 08:00:00,TWSE:2303,28.334518,28.396113,27.348971,27.71855,109953.0
2005-07-27 08:00:00,TWSE:2303,27.71855,28.026534,27.348971,28.026534,63730.0
2005-07-28 08:00:00,TWSE:2303,28.272922,28.272922,27.780146,27.780146,39282.0
2005-08-01 08:00:00,TWSE:2303,25.624258,26.301824,25.562663,26.240226,105352.0
2005-08-02 08:00:00,TWSE:2303,29.280716,30.299766,29.21278,30.299766,89535.0
2005-08-03 08:00:00,TWSE:2303,30.299766,30.367704,29.756274,30.095957,35285.0
2005-08-08 08:00:00,TWSE:2303,29.484528,29.688337,29.21278,29.21278,43273.0
2005-08-09 08:00:00,TWSE:2303,29.756274,30.979133,29.688337,30.435641,76638.0
2005-08-10 08:00:00,TWSE:2303,30.843262,31.047071,30.503579,30.979133,69061.0
2005-08-11 08:00:00,TWSE:2303,30.979133,31.250881,30.503579,30.707388,33703.0
2005-08-15 08:00:00,TWSE:2303,29.892147,29.960083,29.552464,29.756274,24876.0
2005-08-16 08:00:00,TWSE:2303,29.41659,29.620399,29.41659,29.552464,43596.0
2005-08-17 08:00:00,TWSE:2303,29.620399,29.688337,28.873097,28.873097,35366.0
2005-08-18 08:00:00,TWSE:2303,28.601349,28.601349,28.125795,28.261665,41559.0
2005-08-22 08:00:00,TWSE:2303,28.737223,29.21278,28.601349,28.941032,28219.0
2005-08-23 08:00:00,TWSE:2303,28.805162,28.805162,28.057856,28.057856,52107.0
2005-08-24 08:00:00,TWSE:2303,27.718173,28.057856,27.582298,27.650236,29583.0
2005-08-25 08:00:00,TWSE:2303,27.718173,28.125795,27.514363,27.921982,42813.0
2005-08-29 08:00:00,TWSE:2303,26.970869,27.174679,26.563248,26.631186,33907.0
2005-08-30 08:00:00,TWSE:2303,26.699123,27.174679,26.563248,26.631186,46325.0
2005-09-01 08:00:00,TWSE:2303,27.174679,27.854046,26.834996,27.854046,64124.0
2005-09-05 08:00:00,TWSE:2303,27.174679,27.446428,27.174679,27.446428,25696.0
2005-09-06 08:00:00,TWSE:2303,27.718173,27.854046,27.446428,27.718173,21744.0
2005-09-07 08:00:00,TWSE:2303,28.125795,28.19373,27.98992,27.98992,29407.0
2005-09-08 08:00:00,TWSE:2303,28.125795,28.261665,27.514363,27.718173,29872.0
2005-09-12 08:00:00,TWSE:2303,28.261665,28.465478,28.057856,28.261665,22710.0
2005-09-13 08:00:00,TWSE:2303,28.125795,28.19373,27.921982,27.98992,21536.0
2005-09-14 08:00:00,TWSE:2303,27.854046,28.19373,27.718173,27.854046,29355.0
2005-09-15 08:00:00,TWSE:2303,28.057856,28.125795,27.650236,27.854046,43205.0
2005-09-19 08:00:00,TWSE:2303,28.261665,28.737223,27.98992,28.533413,42521.0
2005-09-20 08:00:00,TWSE:2303,27.98992,28.533413,27.921982,27.98992,19742.0
2005-09-21 08:00:00,TWSE:2303,27.718173,27.718173,26.834996,27.038806,68996.0
2005-09-22 08:00:00,TWSE:2303,26.902931,27.446428,26.902931,27.106744,42503.0
2005-09-26 08:00:00,TWSE:2303,27.038806,27.242615,26.902931,27.106744,33247125.0
2005-09-27 08:00:00,TWSE:2303,27.038806,27.174679,26.699123,26.767061,33724040.0
2005-09-28 08:00:00,TWSE:2303,26.631186,27.310553,26.631186,27.106744,115779838.0
2005-09-29 08:00:00,TWSE:2303,28.533413,28.941032,27.98992,28.941032,116593094.0
