scan_date,target_date,symbol,exchange,pattern,forecast,prob,conf,stats,price_at_scan,change_pct,threshold,avg_return,total_bars,actual,price_actual,correct,last_update
2026-02-18,2026-02-19,TSMC,TWSE,-,UP,57.9,0,292,1410.0,-2.08,2.08,-1.11,4950,PENDING,,,2026-02-18 15:52:11
2026-02-18,2026-02-19,TSMC,TWSE,+-,UP,52.1,0,146,1410.0,-2.08,2.08,-0.98,4950,PENDING,,,2026-02-18 15:52:11
2026-02-18,2026-02-19,TSMC,TWSE,-+-,DOWN,52.1,0,73,1410.0,-2.08,2.08,-1.33,4950,PENDING,,,2026-02-18 15:52:11
2026-02-18,2026-02-19,MEDIATEK,TWSE,+,DOWN,55.8,0,403,1445.0,3.58,3.22,1.34,4950,PENDING,,,2026-02-18 15:52:11
2026-02-18,2026-02-19,MEDIATEK,TWSE,++,DOWN,57.4,0,54,1445.0,3.58,3.22,1.67,4950,PENDING,,,2026-02-18 15:52:11
