scan_date,target_date,symbol,exchange,pattern,forecast,prob,conf,stats,price_at_scan,change_pct,threshold,avg_return,total_bars,actual,price_actual,realized_change,correct,last_update
2026-01-13,2026-01-14,SCGP,SET,+,DOWN,51.2,51.2,21,19.0,2.15,0.5,2.15,0.0,NEUTRAL,19.0,0.0,0.0,2026-02-27 14:41:29
2026-01-13,2026-01-14,SINGER,SET,--,DOWN,54.0,54.0,68,4.44,-3.9,0.5,-3.9,0.0,DOWN,4.2,-5.41,1.0,2026-02-27 14:42:04
2026-01-13,2026-01-14,SIRI,NASDAQ,+++-++--,DOWN,60.7,60.7,127,20.81,-0.72,0.5,-0.72,0.0,UP,21.11,1.44,0.0,2026-02-27 14:43:28
2026-01-13,2026-01-14,SISB,SET,+-+-+--,UP,60.9,60.9,28,9.65,-4.46,0.5,-4.46,0.0,DOWN,9.35,-3.11,0.0,2026-02-27 14:42:06
2026-01-13,2026-01-14,SNNP,SET,--,DOWN,57.9,57.9,22,7.15,-0.69,0.5,-0.69,0.0,DOWN,7.1,-0.7,1.0,2026-02-27 14:42:07
2026-01-13,2026-01-14,SNPS,NASDAQ,++++-++-,UP,63.7,63.7,95,511.8,-4.05,0.5,-4.05,0.0,DOWN,505.34,-1.26,0.0,2026-02-27 14:42:59
2026-01-13,2026-01-14,SPALI,SET,--,UP,52.0,52.0,116,16.6,-3.49,0.5,-3.49,0.0,UP,16.7,0.6,1.0,2026-02-27 14:42:08
2026-01-13,2026-01-14,SPRC,SET,++++--,DOWN,55.2,55.2,48,6.45,-0.77,0.5,-0.77,0.0,UP,6.5,0.78,0.0,2026-02-27 14:42:09
2026-01-13,2026-01-14,STA,SET,----,DOWN,54.1,54.1,80,12.1,-0.82,0.5,-0.82,0.0,UP,12.3,1.65,0.0,2026-02-27 14:42:10
2026-01-13,2026-01-14,SUNNY-OPT,HKEX,+,UP,51.5,51.5,86,65.05,0.7,0.5,0.7,0.0,NEUTRAL,64.75,-0.46,0.0,2026-02-27 14:43:52
2026-01-13,2026-01-14,TASCO,SET,---+,DOWN,62.1,62.1,82,14.3,2.14,0.5,2.14,0.0,DOWN,14.2,-0.7,1.0,2026-02-27 14:42:12
2026-01-13,2026-01-14,TEAM,NASDAQ,-,DOWN,53.3,53.3,48,137.89,-5.84,0.5,-5.84,0.0,DOWN,131.96,-4.3,1.0,2026-02-27 14:43:24
2026-01-13,2026-01-14,TENCENT,HKEX,+---++,DOWN,58.5,58.5,122,627.5,0.72,0.5,0.72,0.0,UP,633.0,0.88,0.0,2026-02-27 14:43:43
2026-01-13,2026-01-14,THANI,SET,+---,DOWN,56.7,56.7,89,1.61,-0.62,0.5,-0.62,0.0,DOWN,1.6,-0.62,1.0,2026-02-27 14:42:13
2026-01-13,2026-01-14,THG,SET,++++---,DOWN,53.3,53.3,8,8.1,-6.36,0.5,-6.36,0.0,UP,8.25,1.85,0.0,2026-02-27 14:42:14
2026-01-13,2026-01-14,TIDLOR,SET,-++----,DOWN,52.1,52.1,25,14.9,-5.7,0.5,-5.7,0.0,UP,15.5,4.03,0.0,2026-02-27 14:41:32
2026-01-13,2026-01-14,TIPH,SET,-+,UP,55.6,55.6,60,20.0,0.5,0.5,0.5,0.0,UP,20.1,0.5,1.0,2026-02-27 14:42:15
2026-01-13,2026-01-14,TKN,SET,+--++--+,UP,55.0,55.0,33,4.0,2.04,0.5,2.04,0.0,UP,4.06,1.5,1.0,2026-02-27 14:42:15
2026-01-13,2026-01-14,TKS,SET,--+--+--,DOWN,58.7,58.7,105,6.1,-2.4,0.5,-2.4,0.0,DOWN,6.05,-0.82,1.0,2026-02-27 14:42:16
2026-01-13,2026-01-14,TLI,SET,-,UP,51.4,51.4,19,10.0,-1.96,0.5,-1.96,0.0,NEUTRAL,10.0,0.0,0.0,2026-02-27 14:42:17
2026-01-13,2026-01-14,TMUS,NASDAQ,+--,UP,56.8,56.8,80,189.67,-3.97,0.5,-3.97,0.0,UP,192.02,1.24,1.0,2026-02-27 14:42:31
2026-01-13,2026-01-14,TOA,SET,----,UP,58.5,58.5,38,13.6,-2.16,0.5,-2.16,0.0,UP,13.7,0.74,1.0,2026-02-27 14:42:18
2026-01-13,2026-01-14,TOP,SET,+--,UP,51.3,51.3,97,38.5,-1.28,0.5,-1.28,0.0,NEUTRAL,38.5,0.0,0.0,2026-02-27 14:41:33
2026-01-13,2026-01-14,TPIPP,SET,--,DOWN,61.1,61.1,57,1.78,-0.56,0.5,-0.56,0.0,DOWN,1.77,-0.56,1.0,2026-02-27 14:42:19
2026-01-13,2026-01-14,TQM,SET,--+-+---,DOWN,54.2,54.2,32,11.1,-0.89,0.5,-0.89,0.0,DOWN,11.0,-0.9,1.0,2026-02-27 14:42:20
2026-01-13,2026-01-14,TRUE,SET,++,UP,60.0,60.0,18,11.6,3.57,0.5,3.57,0.0,UP,11.9,2.59,1.0,2026-02-27 14:41:34
2026-01-13,2026-01-14,TSMC,TWSE,++,DOWN,54.9,54.9,107,1710.0,1.18,0.5,1.18,0.0,NEUTRAL,1710.0,0.0,0.0,2026-02-27 14:43:53
2026-01-13,2026-01-14,TU,SET,++---,UP,56.0,56.0,99,12.2,-3.94,0.5,-3.94,0.0,UP,12.5,2.46,1.0,2026-02-27 14:41:35
2026-01-13,2026-01-14,UMC,TWSE,-,UP,53.7,53.7,88,54.9,-0.72,0.5,-0.72,0.0,DOWN,54.0,-1.64,0.0,2026-02-27 14:43:55
2026-01-13,2026-01-14,VGI,SET,--+----,DOWN,53.8,53.8,71,0.78,-3.7,0.5,-3.7,0.0,NEUTRAL,0.78,0.0,0.0,2026-02-27 14:42:21
2026-01-13,2026-01-14,VRSK,NASDAQ,-,UP,51.4,51.4,55,222.09,-1.21,0.5,-1.21,0.0,UP,224.16,0.93,1.0,2026-02-27 14:43:26
2026-01-13,2026-01-14,VRTX,NASDAQ,-++----,UP,54.8,54.8,91,454.67,-1.29,0.5,-1.29,0.0,DOWN,449.53,-1.13,0.0,2026-02-27 14:42:49
2026-01-13,2026-01-14,WBD,NASDAQ,-+-+,UP,55.3,55.3,89,28.86,1.62,0.5,1.62,0.0,DOWN,28.63,-0.8,0.0,2026-02-27 14:43:29
2026-01-13,2026-01-14,WHA,SET,--,DOWN,50.5,50.5,54,3.14,-0.63,0.5,-0.63,0.0,UP,3.16,0.64,0.0,2026-02-27 14:41:36
2026-01-13,2026-01-14,XEL,NASDAQ,+,UP,52.0,52.0,91,74.94,1.27,0.5,1.27,0.0,UP,76.2,1.68,1.0,2026-02-27 14:43:23
2026-01-13,2026-01-14,XIAOMI,HKEX,-+-,UP,62.3,62.3,33,37.98,-1.96,0.5,-1.96,0.0,DOWN,37.78,-0.53,0.0,2026-02-27 14:43:45
2026-01-13,2026-01-14,XPENG,HKEX,+-+-+-++,DOWN,53.5,53.5,23,82.1,2.18,0.5,2.18,0.0,NEUTRAL,82.2,0.12,0.0,2026-02-27 14:43:49
2026-01-13,2026-01-14,ZM,NASDAQ,-+-+--+-,DOWN,65.2,65.2,37,83.19,-4.1,0.5,-4.1,0.0,DOWN,82.76,-0.52,1.0,2026-02-27 14:43:32
2026-01-14,2026-01-15,ABNB,NASDAQ,-+-,UP,64.3,64.3,27,132.79,-5.2,0.5,-5.2,0.0,NEUTRAL,132.6,-0.14,0.0,2026-02-27 14:43:33
2026-01-14,2026-01-15,ADBE,NASDAQ,----,UP,53.3,53.3,89,304.44,-1.77,0.5,-1.77,0.0,NEUTRAL,304.09,-0.11,0.0,2026-02-27 14:42:31
2026-01-14,2026-01-15,ADI,NASDAQ,++-++,DOWN,56.0,56.0,110,297.99,0.6,0.5,0.6,0.0,UP,302.1,1.38,0.0,2026-02-27 14:42:48
2026-01-14,2026-01-15,ADP,NASDAQ,--+,UP,60.4,60.4,92,258.5,0.56,0.5,0.56,0.0,UP,260.2,0.66,1.0,2026-02-27 14:42:45
2026-01-14,2026-01-15,ADSK,NASDAQ,+--,DOWN,53.5,53.5,109,261.28,-3.45,0.5,-3.45,0.0,NEUTRAL,262.26,0.38,0.0,2026-02-27 14:43:10
2026-01-14,2026-01-15,ADVANC,SET,+-+++,DOWN,64.4,64.4,108,338.0,1.81,0.5,1.81,0.0,NEUTRAL,339.0,0.3,0.0,2026-02-27 14:40:57
2026-01-14,2026-01-15,ADVANTECH,TWSE,+,DOWN,61.7,61.7,108,292.5,1.92,0.5,1.92,0.0,DOWN,287.5,-1.71,1.0,2026-02-27 14:43:59
2026-01-14,2026-01-15,AEP,NASDAQ,+,UP,52.1,52.1,87,118.11,1.28,0.5,1.28,0.0,UP,119.4,1.09,1.0,2026-02-27 14:43:11
2026-01-14,2026-01-15,ALIBABA,HKEX,+---++++,DOWN,54.8,54.8,34,169.0,5.69,0.5,5.69,0.0,DOWN,164.6,-2.6,1.0,2026-02-27 14:43:44
2026-01-14,2026-01-15,AMAT,NASDAQ,++--++--,DOWN,50.9,50.9,82,301.89,-0.98,0.5,-0.98,0.0,UP,319.08,5.69,0.0,2026-02-27 14:42:41
2026-01-14,2026-01-15,AMATA,SET,----+---,DOWN,51.3,51.3,81,14.9,-1.32,0.5,-1.32,0.0,UP,15.1,1.34,0.0,2026-02-27 14:41:37
2026-01-14,2026-01-15,AMD,NASDAQ,-----+++,DOWN,55.8,55.8,86,223.6,1.19,0.5,1.19,0.0,UP,227.92,1.93,0.0,2026-02-27 14:42:35
2026-01-14,2026-01-15,AMGN,NASDAQ,+,UP,56.6,56.6,81,328.97,1.44,0.5,1.44,0.0,NEUTRAL,330.03,0.32,0.0,2026-02-27 14:42:36
2026-01-14,2026-01-15,AMZN,NASDAQ,--,DOWN,52.2,52.2,12,236.65,-2.45,0.5,-2.45,0.0,UP,238.18,0.65,0.0,2026-02-27 14:42:23
2026-01-14,2026-01-15,AP,SET,+---+,DOWN,59.2,59.2,101,8.6,2.38,0.5,2.38,0.0,DOWN,8.5,-1.16,1.0,2026-02-27 14:41:38
2026-01-14,2026-01-15,ASE,TWSE,+++--+++,DOWN,54.4,54.4,46,294.5,1.73,0.5,1.73,0.0,UP,298.5,1.36,0.0,2026-02-27 14:43:57
2026-01-14,2026-01-15,ASML,NASDAQ,++--++--,DOWN,54.1,54.1,109,1263.72,-0.51,0.5,-0.51,0.0,UP,1331.6,5.37,0.0,2026-02-27 14:43:00
2026-01-14,2026-01-15,ASUSTEK,TWSE,+-+,DOWN,58.2,58.2,92,528.0,1.93,0.5,1.93,0.0,DOWN,521.0,-1.33,1.0,2026-02-27 14:43:59
2026-01-14,2026-01-15,AVGO,NASDAQ,-+++-,UP,59.7,59.7,105,339.89,-4.15,0.5,-4.15,0.0,UP,343.02,0.92,1.0,2026-02-27 14:42:28
2026-01-14,2026-01-15,AWC,SET,-----,DOWN,58.3,58.3,7,1.93,-2.53,0.5,-2.53,0.0,UP,1.98,2.59,0.0,2026-02-27 14:40:58
2026-01-14,2026-01-15,BAIDU,HKEX,+---+-+,DOWN,59.5,59.5,22,145.1,1.9,0.5,1.9,0.0,UP,146.2,0.76,0.0,2026-02-27 14:43:46
2026-01-14,2026-01-15,BAM,SET,-,DOWN,55.2,55.2,32,7.8,-1.89,0.5,-1.89,0.0,DOWN,7.75,-0.64,1.0,2026-02-27 14:41:38
2026-01-14,2026-01-15,BCH,SET,+----+,DOWN,52.9,52.9,91,9.65,2.66,0.5,2.66,0.0,UP,9.85,2.07,0.0,2026-02-27 14:41:39
2026-01-14,2026-01-15,BCP,SET,+++--,UP,57.9,57.9,113,28.0,-1.75,0.5,-1.75,0.0,UP,29.25,4.46,1.0,2026-02-27 14:41:40
2026-01-14,2026-01-15,BCPG,SET,-++-+--+,UP,56.1,56.1,37,6.7,2.29,0.5,2.29,0.0,UP,6.95,3.73,1.0,2026-02-27 14:41:41
2026-01-14,2026-01-15,BDMS,SET,+-+----+,UP,56.6,56.6,104,18.0,2.27,0.5,2.27,0.0,UP,18.5,2.78,1.0,2026-02-27 14:41:01
2026-01-14,2026-01-15,BEM,SET,---+,DOWN,57.5,57.5,47,5.25,2.94,0.5,2.94,0.0,UP,5.3,0.95,0.0,2026-02-27 14:41:01
2026-01-14,2026-01-15,BGRIM,SET,++-----,UP,55.5,55.5,53,13.3,-0.75,0.5,-0.75,0.0,UP,13.7,3.01,1.0,2026-02-27 14:41:02
2026-01-14,2026-01-15,BH,SET,---+,DOWN,58.8,58.8,103,140.0,2.56,0.5,2.56,0.0,UP,143.0,2.14,0.0,2026-02-27 14:41:03
2026-01-14,2026-01-15,BIDU,NASDAQ,-++-+,DOWN,64.2,64.2,89,150.5,0.77,0.5,0.77,0.0,DOWN,149.4,-0.73,1.0,2026-02-27 14:43:39
2026-01-14,2026-01-15,BIIB,NASDAQ,+---,UP,59.4,59.4,110,169.31,-5.04,0.5,-5.04,0.0,NEUTRAL,168.57,-0.44,0.0,2026-02-27 14:43:18
2026-01-14,2026-01-15,BKNG,NASDAQ,+---,UP,58.6,58.6,17,5187.02,-2.4,0.5,-2.4,0.0,NEUTRAL,5193.06,0.12,0.0,2026-02-27 14:42:42
2026-01-14,2026-01-15,BKR,NASDAQ,-++,DOWN,52.2,52.2,72,49.98,2.06,0.5,2.06,0.0,UP,52.0,4.04,0.0,2026-02-27 14:43:35
2026-01-14,2026-01-15,BPP,SET,------+-,DOWN,55.3,55.3,47,10.7,-0.93,0.5,-0.93,0.0,UP,10.8,0.93,0.0,2026-02-27 14:41:41
2026-01-14,2026-01-15,BTS,SET,+-+----+,DOWN,62.9,62.9,94,2.04,2.0,0.5,2.0,0.0,UP,2.14,4.9,0.0,2026-02-27 14:41:04
2026-01-14,2026-01-15,CBG,SET,--+-+--+,DOWN,59.7,59.7,51,41.0,4.46,0.5,4.46,0.0,UP,41.75,1.83,0.0,2026-02-27 14:41:05
2026-01-14,2026-01-15,CDNS,NASDAQ,-++-+---,UP,50.3,50.3,78,313.17,-3.06,0.5,-3.06,0.0,UP,320.6,2.37,1.0,2026-02-27 14:43:01
2026-01-14,2026-01-15,CENTEL,SET,--+---+-,UP,50.3,50.3,81,32.5,-4.41,0.5,-4.41,0.0,UP,32.75,0.77,1.0,2026-02-27 14:41:06
2026-01-14,2026-01-15,CHG,SET,--+----+,UP,50.5,50.5,53,1.46,2.1,0.5,2.1,0.0,UP,1.52,4.11,1.0,2026-02-27 14:41:06
2026-01-14,2026-01-15,CHTR,NASDAQ,--+,UP,59.8,59.8,88,202.34,2.25,0.5,2.25,0.0,DOWN,194.61,-3.82,0.0,2026-02-27 14:43:06
2026-01-14,2026-01-15,CK,SET,++----+,DOWN,54.9,54.9,94,11.6,3.57,0.5,3.57,0.0,UP,12.1,4.31,0.0,2026-02-27 14:41:43
2026-01-14,2026-01-15,CKP,SET,--+-+---,UP,61.6,61.6,66,2.2,-2.65,0.5,-2.65,0.0,UP,2.24,1.82,1.0,2026-02-27 14:41:44
2026-01-14,2026-01-15,CME,NASDAQ,-+++,UP,53.4,53.4,79,275.23,2.53,0.5,2.53,0.0,DOWN,272.59,-0.96,0.0,2026-02-27 14:42:55
2026-01-14,2026-01-15,COM7,SET,+,DOWN,56.9,56.9,37,18.6,1.09,0.5,1.09,0.0,UP,19.2,3.23,0.0,2026-02-27 14:41:07
2026-01-14,2026-01-15,COST,NASDAQ,+,UP,57.2,57.2,99,950.98,0.96,0.5,0.96,0.0,UP,956.75,0.61,1.0,2026-02-27 14:42:29
2026-01-14,2026-01-15,CPALL,SET,----+,UP,50.8,50.8,64,41.5,1.22,0.5,1.22,0.0,UP,42.25,1.81,1.0,2026-02-27 14:41:08
2026-01-14,2026-01-15,CPN,SET,-+,UP,56.2,56.2,97,55.25,1.84,0.5,1.84,0.0,UP,56.5,2.26,1.0,2026-02-27 14:41:09
2026-01-14,2026-01-15,CRC,SET,---,UP,53.1,53.1,26,16.7,-0.6,0.5,-0.6,0.0,UP,17.7,5.99,1.0,2026-02-27 14:41:10
2026-01-14,2026-01-15,CRWD,NASDAQ,-,UP,54.2,54.2,32,460.7,-1.56,0.5,-1.56,0.0,DOWN,455.0,-1.24,0.0,2026-02-27 14:43:30
2026-01-14,2026-01-15,CSCO,NASDAQ,+-,UP,62.2,62.2,150,74.41,-1.4,0.5,-1.4,0.0,UP,75.25,1.13,1.0,2026-02-27 14:42:30
2026-01-14,2026-01-15,CSX,NASDAQ,++,DOWN,55.3,55.3,96,36.18,1.54,0.5,1.54,0.0,NEUTRAL,36.3,0.33,0.0,2026-02-27 14:42:57
2026-01-14,2026-01-15,CTAS,NASDAQ,+,UP,54.9,54.9,73,194.23,0.78,0.5,0.78,0.0,UP,195.58,0.7,1.0,2026-02-27 14:43:09
2026-01-14,2026-01-15,DDOG,NASDAQ,++--+--,DOWN,63.4,63.4,39,122.41,-2.46,0.5,-2.46,0.0,DOWN,120.86,-1.27,1.0,2026-02-27 14:43:30
2026-01-14,2026-01-15,DELTA,TWSE,+-+,UP,59.1,59.1,76,1060.0,2.91,0.5,2.91,0.0,DOWN,1045.0,-1.42,0.0,2026-02-27 14:43:56
2026-01-14,2026-01-15,DLTR,NASDAQ,+,DOWN,56.8,56.8,79,140.29,2.13,0.5,2.13,0.0,UP,141.21,0.66,0.0,2026-02-27 14:43:29
2026-01-14,2026-01-15,DOHOME,SET,--,DOWN,52.6,52.6,30,3.32,-1.78,0.5,-1.78,0.0,UP,3.44,3.61,0.0,2026-02-27 14:41:44
2026-01-14,2026-01-15,DXCM,NASDAQ,--+--,DOWN,60.5,60.5,115,69.7,-0.78,0.5,-0.78,0.0,DOWN,69.24,-0.66,1.0,2026-02-27 14:43:12
2026-01-14,2026-01-15,ENPH,NASDAQ,+-+--,DOWN,54.0,54.0,61,36.13,-0.66,0.5,-0.66,0.0,DOWN,35.36,-2.13,1.0,2026-02-27 14:43:34
2026-01-14,2026-01-15,EPG,SET,---+,DOWN,67.1,67.1,49,2.86,1.42,0.5,1.42,0.0,NEUTRAL,2.86,0.0,0.0,2026-02-27 14:41:45
2026-01-14,2026-01-15,ERW,SET,--+-+---,DOWN,56.0,56.0,115,2.04,-1.92,0.5,-1.92,0.0,UP,2.14,4.9,0.0,2026-02-27 14:41:46
2026-01-14,2026-01-15,EXC,NASDAQ,-++,DOWN,52.3,52.3,94,43.6,0.65,0.5,0.65,0.0,UP,44.15,1.26,0.0,2026-02-27 14:43:17
2026-01-14,2026-01-15,FANG,NASDAQ,++,DOWN,57.4,57.4,54,153.73,1.67,0.5,1.67,0.0,DOWN,150.82,-1.89,1.0,2026-02-27 14:43:35
2026-01-14,2026-01-15,FISV,NASDAQ,++--+,UP,55.9,55.9,92,67.5,1.12,0.5,1.12,0.0,DOWN,66.78,-1.07,0.0,2026-02-27 14:42:52
2026-01-14,2026-01-15,FORTH,SET,+-+----+,UP,55.3,55.3,73,5.5,0.92,0.5,0.92,0.0,UP,5.75,4.55,1.0,2026-02-27 14:41:47
2026-01-14,2026-01-15,FTNT,NASDAQ,-,DOWN,51.9,51.9,68,76.39,-2.48,0.5,-2.48,0.0,NEUTRAL,76.32,-0.09,0.0,2026-02-27 14:43:04
2026-01-14,2026-01-15,GFS,NASDAQ,++,DOWN,55.3,55.3,21,41.35,1.17,0.5,1.17,0.0,NEUTRAL,41.53,0.44,0.0,2026-02-27 14:43:26
2026-01-14,2026-01-15,GILD,NASDAQ,+-+,DOWN,52.9,52.9,83,124.07,1.9,0.5,1.9,0.0,DOWN,121.26,-2.26,1.0,2026-02-27 14:42:46
2026-01-14,2026-01-15,GLOBAL,SET,--,DOWN,56.3,56.3,84,5.64,-1.68,0.5,-1.68,0.0,UP,6.03,6.84,0.0,2026-02-27 14:41:13
2026-01-14,2026-01-15,GULF,SET,+,UP,56.6,56.6,30,43.25,0.58,0.5,0.58,0.0,NEUTRAL,43.25,0.0,0.0,2026-02-27 14:41:14
2026-01-14,2026-01-15,HANA,SET,-+----+,DOWN,62.7,62.7,99,15.6,3.31,0.5,3.31,0.0,UP,16.2,3.85,0.0,2026-02-27 14:41:49
2026-01-14,2026-01-15,HMPRO,SET,--+,DOWN,50.7,50.7,77,6.25,1.63,0.5,1.63,0.0,UP,6.5,4.0,0.0,2026-02-27 14:41:15
2026-01-14,2026-01-15,HON,NASDAQ,++-+++++,DOWN,58.8,58.8,103,213.04,1.31,0.5,1.31,0.0,UP,215.02,0.93,0.0,2026-02-27 14:42:38
2026-01-14,2026-01-15,HON-HAI,TWSE,--+,DOWN,61.8,61.8,97,234.5,3.53,0.5,3.53,0.0,NEUTRAL,233.5,-0.43,0.0,2026-02-27 14:43:55
2026-01-14,2026-01-15,ICHI,SET,-++-+--+,DOWN,60.3,60.3,65,13.5,2.27,0.5,2.27,0.0,NEUTRAL,13.5,0.0,0.0,2026-02-27 14:41:49
2026-01-14,2026-01-15,ILMN,NASDAQ,+++--++-,UP,57.4,57.4,85,143.97,-2.05,0.5,-2.05,0.0,UP,145.3,0.92,1.0,2026-02-27 14:43:37
2026-01-14,2026-01-15,INTC,NASDAQ,++-+-++,DOWN,52.1,52.1,85,48.72,3.02,0.5,3.02,0.0,DOWN,48.32,-0.82,1.0,2026-02-27 14:42:37
2026-01-14,2026-01-15,INTU,NASDAQ,----,UP,60.8,60.8,102,566.6,-6.39,0.5,-6.39,0.0,DOWN,554.58,-2.12,0.0,2026-02-27 14:42:39
2026-01-14,2026-01-15,ISRG,NASDAQ,---,UP,55.0,55.0,102,546.76,-2.68,0.5,-2.68,0.0,DOWN,541.34,-0.99,0.0,2026-02-27 14:42:43
2026-01-14,2026-01-15,IVL,SET,+-+-+-++,DOWN,66.7,66.7,63,17.1,2.4,0.5,2.4,0.0,UP,18.1,5.85,0.0,2026-02-27 14:41:16
2026-01-14,2026-01-15,JD-COM,HKEX,-,UP,55.9,55.9,19,115.9,-1.28,0.5,-1.28,0.0,DOWN,115.1,-0.69,0.0,2026-02-27 14:43:47
2026-01-14,2026-01-15,JD-HEALTH,HKEX,+++++,UP,56.4,56.4,22,69.65,3.34,0.5,3.34,0.0,DOWN,67.9,-2.51,0.0,2026-02-27 14:43:53
2026-01-14,2026-01-15,JMART,SET,+-----,DOWN,58.5,58.5,87,6.0,-0.83,0.5,-0.83,0.0,UP,6.5,8.33,0.0,2026-02-27 14:41:50
2026-01-14,2026-01-15,JMT,SET,-++-----,DOWN,53.8,53.8,63,7.75,-0.64,0.5,-0.64,0.0,UP,8.35,7.74,0.0,2026-02-27 14:41:51
2026-01-14,2026-01-15,JTS,SET,+--+-++-,DOWN,58.8,58.8,84,52.75,-12.08,0.5,-12.08,0.0,UP,55.75,5.69,0.0,2026-02-27 14:41:52
2026-01-14,2026-01-15,KCE,SET,+-+----+,UP,51.9,51.9,69,17.3,1.17,0.5,1.17,0.0,UP,18.3,5.78,1.0,2026-02-27 14:41:52
2026-01-14,2026-01-15,KDP,NASDAQ,+,DOWN,55.0,55.0,66,28.12,1.44,0.5,1.44,0.0,DOWN,27.9,-0.78,1.0,2026-02-27 14:43:07
2026-01-14,2026-01-15,KHC,NASDAQ,++,UP,57.8,57.8,61,24.32,3.45,0.5,3.45,0.0,NEUTRAL,24.24,-0.33,0.0,2026-02-27 14:43:13
2026-01-14,2026-01-15,KKP,SET,-+,UP,51.6,51.6,87,66.0,0.76,0.5,0.76,0.0,UP,66.5,0.76,1.0,2026-02-27 14:41:53
2026-01-14,2026-01-15,KLAC,NASDAQ,++--+++-,UP,55.7,55.7,91,1434.5,-0.51,0.5,-0.51,0.0,UP,1544.96,7.7,1.0,2026-02-27 14:42:53
2026-01-14,2026-01-15,KTB,SET,-+-++-,UP,53.5,53.5,92,28.75,-0.86,0.5,-0.86,0.0,NEUTRAL,28.75,0.0,0.0,2026-02-27 14:41:18
2026-01-14,2026-01-15,KUAISHOU,HKEX,++--++-+,UP,51.4,51.4,19,81.95,4.46,0.5,4.46,0.0,DOWN,79.55,-2.93,0.0,2026-02-27 14:43:50
2026-01-14,2026-01-15,LANNA,SET,+,DOWN,63.4,63.4,83,15.5,0.65,0.5,0.65,0.0,UP,15.6,0.65,0.0,2026-02-27 14:41:55
2026-01-14,2026-01-15,LCID,NASDAQ,+--++---,DOWN,54.5,54.5,24,10.84,-0.91,0.5,-0.91,0.0,DOWN,10.05,-7.29,1.0,2026-02-27 14:43:38
2026-01-14,2026-01-15,LH,SET,+++-----,UP,57.9,57.9,105,3.68,-1.08,0.5,-1.08,0.0,UP,3.74,1.63,1.0,2026-02-27 14:41:19
2026-01-14,2026-01-15,LI-AUTO,HKEX,-,UP,73.5,73.5,25,63.9,-1.77,0.5,-1.77,0.0,UP,64.25,0.55,1.0,2026-02-27 14:43:48
2026-01-14,2026-01-15,LRCX,NASDAQ,++--++--,UP,52.3,52.3,79,208.79,-2.61,0.5,-2.61,0.0,UP,217.47,4.16,1.0,2026-02-27 14:42:47
2026-01-14,2026-01-15,LULU,NASDAQ,-++-,DOWN,57.3,57.3,94,203.14,-4.13,0.5,-4.13,0.0,UP,205.01,0.92,0.0,2026-02-27 14:43:16
2026-01-14,2026-01-15,MAJOR,SET,+-,DOWN,55.6,55.6,109,6.8,-2.16,0.5,-2.16,0.0,UP,7.0,2.94,0.0,2026-02-27 14:41:56
2026-01-14,2026-01-15,MAR,NASDAQ,-,UP,54.7,54.7,93,319.68,-1.02,0.5,-1.02,0.0,UP,325.79,1.91,1.0,2026-02-27 14:43:05
2026-01-14,2026-01-15,MCHP,NASDAQ,++--+-++,DOWN,54.1,54.1,102,74.68,0.82,0.5,0.82,0.0,NEUTRAL,74.45,-0.31,0.0,2026-02-27 14:43:14
2026-01-14,2026-01-15,MDLZ,NASDAQ,++,UP,62.1,62.1,91,57.23,2.31,0.5,2.31,0.0,NEUTRAL,57.3,0.12,0.0,2026-02-27 14:42:44
2026-01-14,2026-01-15,MEDIATEK,TWSE,--+++,DOWN,69.2,69.2,109,1500.0,1.01,0.5,1.01,0.0,DOWN,1490.0,-0.67,1.0,2026-02-27 14:43:54
2026-01-14,2026-01-15,MEGA,SET,++++----,UP,55.3,55.3,57,34.75,-1.42,0.5,-1.42,0.0,NEUTRAL,34.75,0.0,0.0,2026-02-27 14:41:56
2026-01-14,2026-01-15,MEITUAN,HKEX,-,UP,55.0,55.0,33,101.5,-3.24,0.5,-3.24,0.0,DOWN,100.8,-0.69,0.0,2026-02-27 14:43:44
2026-01-14,2026-01-15,MELI,NASDAQ,--+,UP,59.5,59.5,89,2101.95,1.37,0.5,1.37,0.0,NEUTRAL,2098.85,-0.15,0.0,2026-02-27 14:43:36
2026-01-14,2026-01-15,META,NASDAQ,+---,UP,55.1,55.1,59,615.52,-2.47,0.5,-2.47,0.0,UP,620.8,0.86,1.0,2026-02-27 14:42:26
2026-01-14,2026-01-15,MINT,SET,---,UP,65.1,65.1,125,22.5,-3.43,0.5,-3.43,0.0,NEUTRAL,22.4,-0.44,0.0,2026-02-27 14:41:20
2026-01-14,2026-01-15,MNST,NASDAQ,+-,UP,70.3,70.3,102,77.73,-0.89,0.5,-0.89,0.0,NEUTRAL,77.91,0.23,0.0,2026-02-27 14:43:03
2026-01-14,2026-01-15,MRNA,NASDAQ,+++-+-++,UP,55.7,55.7,39,40.58,2.47,0.5,2.47,0.0,DOWN,39.36,-3.01,0.0,2026-02-27 14:42:58
2026-01-14,2026-01-15,MSFT,NASDAQ,--,UP,64.5,64.5,111,459.38,-2.4,0.5,-2.4,0.0,DOWN,456.66,-0.59,0.0,2026-02-27 14:42:23
2026-01-14,2026-01-15,MTC,SET,-++----+,DOWN,59.6,59.6,40,27.75,0.91,0.5,0.91,0.0,UP,29.5,6.31,0.0,2026-02-27 14:41:21
2026-01-14,2026-01-15,MU,NASDAQ,--,UP,53.8,53.8,119,333.35,-1.41,0.5,-1.41,0.0,UP,336.63,0.98,1.0,2026-02-27 14:42:56
