scan_date,target_date,symbol,exchange,pattern,forecast,prob,conf,stats,price_at_scan,change_pct,threshold,avg_return,total_bars,actual,price_actual,correct,last_update
2026-02-12,2026-02-13,AWC,SET,+,UP,75.0,10.534108527131792,100/100 (5000),2.54,5.833333333333339,8.750000000000009,4.666666666666671,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,BANPU,SET,+,UP,65.88449843462166,5.4422492173108346,100/100 (5000),5.85,5.405405405405403,8.108108108108103,4.324324324324322,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,BCP,SET,+,UP,71.1111111111111,8.055555555555548,100/100 (5000),36.0,6.666666666666667,10.0,5.333333333333334,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,BEM,SET,+,UP,75.0,10.975465555633868,100/100 (5000),5.45,2.8301886792452895,4.2452830188679345,2.2641509433962317,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,BGRIM,SET,+,UP,75.0,11.220253320670492,100/100 (5000),14.5,5.072463768115937,7.608695652173905,4.057971014492749,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,BJC,SET,+,UP,66.19091220813944,5.595456104069719,100/100 (5000),16.2,1.886792452830182,2.830188679245273,1.5094339622641457,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,BPP,SET,+,UP,67.01521140256317,6.007605701281582,100/100 (5000),12.0,4.3478260869565215,6.521739130434782,3.4782608695652173,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,BTS,SET,+,UP,69.27101138503434,7.1355056925171745,100/100 (5000),2.52,3.2786885245901667,4.9180327868852505,2.6229508196721336,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,BTS,SET,++,UP,68.79643578685456,11.277861472112738,100/100 (5000),2.52,3.2786885245901667,4.9180327868852505,2.6229508196721336,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,BYD,SET,+,UP,75.0,20.0,100/100 (5000),0.6,7.142857142857128,10.714285714285692,5.714285714285703,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,BYD,SET,++,UP,70.0,12.79534834687589,100/100 (5000),0.6,7.142857142857128,10.714285714285692,5.714285714285703,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,CK,SET,+,UP,75.0,11.514696899009724,100/100 (5000),14.9,4.92957746478874,7.3943661971831105,3.943661971830992,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,CKP,SET,+,UP,69.55156754682525,7.275783773412625,100/100 (5000),2.52,4.132231404958682,6.198347107438023,3.3057851239669453,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,CPALL,SET,+,UP,65.05211381796111,5.026056908980559,100/100 (5000),49.5,1.0204081632653061,1.5306122448979593,0.8163265306122449,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,DELTA,SET,++,UP,66.28967633322225,9.773805799933347,100/100 (5000),224.0,1.8181818181818181,2.727272727272727,1.4545454545454546,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,DOHOME,SET,+,UP,65.13859582729523,5.069297913647619,100/100 (5000),4.0,2.040816326530614,3.0612244897959213,1.6326530612244914,5000,PENDING,,,2026-02-12 15:00:00
2026-02-12,2026-02-13,EPG,SET,+,UP,75.0,17.245350964877737,100/100 (5000),3.34,0.6024096385542175,0.9036144578313262,0.481927710843374,5000,PENDING,,,2026-02-12 15:00:00
