scan_date,target_date,symbol,exchange,pattern,forecast_label,probability,confidence,price,change_pct,threshold,is_tradeable
2026-02-16,2026-02-17,AWC,SET,+,UP,75.0,10.534108527131792,2.54,1.6000000000000014,2.400000000000002,True
2026-02-16,2026-02-17,BANPU,SET,+,UP,65.88449843462166,5.4422492173108346,5.8,0.8695652173913012,1.3043478260869519,True
2026-02-16,2026-02-17,BCP,SET,+,UP,71.1111111111111,8.055555555555548,36.0,0.0,0.0,True
2026-02-16,2026-02-17,BEM,SET,+,UP,75.0,10.975465555633868,5.6,1.818181818181812,2.7272727272727177,True
2026-02-16,2026-02-17,BGRIM,SET,+,UP,75.0,11.220253320670492,15.1,-0.657894736842103,0.9868421052631544,True
2026-02-16,2026-02-17,BJC,SET,+,UP,66.19091220813944,5.595456104069719,16.1,1.2578616352201324,1.8867924528301985,True
2026-02-16,2026-02-17,BPP,SET,+,UP,67.01521140256317,6.007605701281582,12.1,0.0,0.0,True
2026-02-16,2026-02-17,BTS,SET,+,UP,69.27101138503434,7.1355056925171745,2.52,-8.029197080291977,12.043795620437965,True
2026-02-16,2026-02-17,BTS,SET,++,UP,69.45540087742434,11.673240526454604,2.52,-8.029197080291977,12.043795620437965,True
2026-02-16,2026-02-17,BYD,SET,+,UP,75.0,20.0,0.66,8.196721311475418,12.295081967213127,True
2026-02-16,2026-02-17,BYD,SET,++,UP,70.0,12.961753926362897,0.66,8.196721311475418,12.295081967213127,True
2026-02-16,2026-02-17,CK,SET,+,UP,75.0,11.514696899009724,15.0,0.0,0.0,True
2026-02-16,2026-02-17,CKP,SET,+,UP,69.55156754682525,7.275783773412625,2.54,0.7936507936507943,1.1904761904761914,True
2026-02-16,2026-02-17,CPALL,SET,+,UP,65.05211381796111,5.026056908980559,49.5,0.5076142131979695,0.7614213197969543,True
2026-02-16,2026-02-17,DOHOME,SET,+,UP,65.13859582729523,5.069297913647619,3.92,-1.010101010101011,1.5151515151515165,True
2026-02-16,2026-02-17,EPG,SET,+,UP,75.0,17.245350964877737,3.72,1.0869565217391313,1.630434782608697,True
2026-02-16,2026-02-17,EPG,SET,++,UP,66.34022533347037,9.804135200082222,3.72,1.0869565217391313,1.630434782608697,True
2026-02-16,2026-02-17,ERW,SET,+,UP,73.81325448716686,9.406627243583433,3.1,-1.2738853503184724,1.9108280254777086,True
2026-02-16,2026-02-17,FORTH,SET,++,UP,70.0,15.0,7.9,1.282051282051289,1.9230769230769336,True
2026-02-16,2026-02-17,GPSC,SET,+,UP,75.0,12.544711416199528,43.25,0.5813953488372093,0.872093023255814,True
2026-02-16,2026-02-17,GULF,SET,+,UP,68.30339902417272,6.651699512086362,59.75,0.8438818565400843,1.2658227848101264,True
2026-02-16,2026-02-17,GUNKUL,SET,+,UP,75.0,13.22539698498777,2.22,0.0,0.0,True
2026-02-16,2026-02-17,HMPRO,SET,+,UP,69.37400313495434,7.18700156747717,7.0,-0.7092198581560258,1.0638297872340388,True
2026-02-16,2026-02-17,JMART,SET,+,UP,65.67588742842263,5.337943714211313,7.95,-3.0487804878048674,4.573170731707301,True
2026-02-16,2026-02-17,JMART,SET,++,DOWN,68.49539041452243,11.097234248713463,7.95,-3.0487804878048674,4.573170731707301,True
2026-02-16,2026-02-17,JMT,SET,+,UP,75.0,18.91699329292034,10.8,0.9345794392523498,1.4018691588785246,True
2026-02-16,2026-02-17,JMT,SET,++,UP,70.0,15.0,10.8,0.9345794392523498,1.4018691588785246,True
2026-02-16,2026-02-17,KBANK,SET,+,UP,68.2925503793396,6.646275189669804,199.0,1.7902813299232736,2.6854219948849103,True
2026-02-16,2026-02-17,KTB,SET,+,UP,69.69354942041292,7.346774710206461,31.0,2.479338842975207,3.7190082644628104,True
2026-02-16,2026-02-17,KTC,SET,+,UP,75.0,13.616129061023376,32.75,7.377049180327869,11.065573770491802,True
2026-02-16,2026-02-17,MTC,SET,+,UP,66.80335382718782,5.901676913593912,38.75,-0.641025641025641,0.9615384615384615,True
2026-02-16,2026-02-17,NEX,SET,+,UP,75.0,11.63371378402107,1.36,0.0,0.0,True
2026-02-16,2026-02-17,ORI,SET,+,UP,72.5544703791646,8.7772351895823,2.04,0.0,0.0,True
2026-02-16,2026-02-17,ORI,SET,++,UP,65.28492774107885,9.170956644647308,2.04,0.0,0.0,True
2026-02-16,2026-02-17,PLANB,SET,+,UP,75.0,14.119532856897177,4.56,0.4405286343612241,0.6607929515418361,True
2026-02-16,2026-02-17,PLANB,SET,++,UP,65.82580282646967,9.495481695881804,4.56,0.4405286343612241,0.6607929515418361,True
2026-02-16,2026-02-17,PR9,SET,+,UP,68.9707947897826,6.985397394891302,21.0,2.4390243902439024,3.6585365853658534,True
2026-02-16,2026-02-17,PSL,SET,+,UP,75.0,12.078251398506845,6.75,-1.459854014598535,2.1897810218978027,True
2026-02-16,2026-02-17,PTG,SET,+,UP,70.22717635930721,7.613588179653608,9.2,0.0,0.0,True
2026-02-16,2026-02-17,PTTGC,SET,+,UP,66.62681940589641,5.813409702948203,26.5,0.0,0.0,True
2026-02-16,2026-02-17,SABUY,SET,+,UP,75.0,14.523809523809517,0.21,4.99999999999999,7.499999999999986,True
2026-02-16,2026-02-17,SABUY,SET,++,UP,68.34711530879066,11.008269185274399,0.21,4.99999999999999,7.499999999999986,True
2026-02-16,2026-02-17,SAWAD,SET,+,UP,72.6880264156747,8.844013207837353,28.5,0.8849557522123894,1.3274336283185841,True
2026-02-16,2026-02-17,SINGER,SET,+,UP,74.91896404231159,9.959482021155797,5.7,0.8849557522123862,1.3274336283185793,True
2026-02-16,2026-02-17,SINGER,SET,++,UP,67.65867675050066,10.595206050300398,5.7,0.8849557522123862,1.3274336283185793,True
2026-02-16,2026-02-17,SIRI,SET,+,UP,68.73034416087253,6.865172080436266,1.46,0.0,0.0,True
2026-02-16,2026-02-17,SJWD,SET,+,UP,71.02283629336551,8.01141814668276,8.45,2.4242424242424154,3.6363636363636234,True
