scan_date,target_date,symbol,exchange,pattern,forecast,prob,conf,stats,price_at_scan,change_pct,threshold,avg_return,total_bars,actual,price_actual,correct,last_update
2026-02-13,2026-02-14,AWC,SET,+,UP,75.0,10.534108527131792,100/100 (5000),2.5,-1.5748031496063006,2.362204724409451,-1.2598425196850407,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,BANPU,SET,+,UP,65.88449843462166,5.4422492173108346,100/100 (5000),5.75,-1.7094017094017033,2.564102564102555,-1.3675213675213627,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,BCP,SET,+,UP,71.1111111111111,8.055555555555548,100/100 (5000),36.0,0.0,0.0,0.0,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,BEM,SET,+,UP,75.0,10.975465555633868,100/100 (5000),5.5,0.9174311926605472,1.3761467889908208,0.7339449541284377,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,BGRIM,SET,+,UP,75.0,11.220253320670492,100/100 (5000),15.2,4.827586206896547,7.24137931034482,3.862068965517238,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,BJC,SET,+,UP,66.19091220813944,5.595456104069719,100/100 (5000),15.9,-1.8518518518518454,2.777777777777768,-1.4814814814814765,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,BPP,SET,+,UP,67.01521140256317,6.007605701281582,100/100 (5000),12.1,0.8333333333333304,1.2499999999999956,0.6666666666666643,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,BTS,SET,+,UP,69.27101138503434,7.1355056925171745,100/100 (5000),2.74,8.730158730158738,13.095238095238107,6.984126984126991,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,BTS,SET,++,UP,68.86589429285023,11.319536575710138,100/100 (5000),2.74,8.730158730158738,13.095238095238107,6.984126984126991,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,BYD,SET,+,UP,75.0,20.0,100/100 (5000),0.61,1.6666666666666683,2.5000000000000027,1.3333333333333348,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,BYD,SET,++,UP,70.0,12.55087970698828,100/100 (5000),0.61,1.6666666666666683,2.5000000000000027,1.3333333333333348,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,CK,SET,+,UP,75.0,11.514696899009724,100/100 (5000),15.0,0.671140939597313,1.0067114093959695,0.5369127516778505,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,CKP,SET,+,UP,69.55156754682525,7.275783773412625,100/100 (5000),2.52,0.0,0.0,0.0,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,CPALL,SET,+,UP,65.05211381796111,5.026056908980559,100/100 (5000),49.25,-0.5050505050505051,0.7575757575757576,-0.4040404040404041,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,DELTA,SET,++,UP,66.2500553545903,9.750033212754177,100/100 (5000),216.0,-3.571428571428571,5.357142857142857,-2.857142857142857,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,DOHOME,SET,+,UP,65.13859582729523,5.069297913647619,100/100 (5000),3.96,-1.0000000000000009,1.5000000000000013,-0.8000000000000007,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,EPG,SET,+,UP,75.0,17.245350964877737,100/100 (5000),3.68,10.179640718562883,15.269461077844324,8.143712574850307,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,EPG,SET,++,UP,65.82939512706294,9.497637076237766,100/100 (5000),3.68,10.179640718562883,15.269461077844324,8.143712574850307,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,ERW,SET,+,UP,73.81325448716686,9.406627243583433,100/100 (5000),3.14,1.2903225806451624,1.9354838709677435,1.03225806451613,5000,PENDING,,,2026-02-13 15:00:00
2026-02-13,2026-02-14,ERW,SET,++,UP,65.05715497597537,9.034292985585218,100/100 (5000),3.14,1.2903225806451624,1.9354838709677435,1.03225806451613,5000,PENDING,,,2026-02-13 15:00:00
