scan_date,target_date,symbol,exchange,pattern,forecast_label,probability,confidence,price,change_pct,threshold,is_tradeable
2026-02-17,2026-02-18,AWC,SET,+,UP,75.0,10.534108527131792,2.58,1.5748031496063006,2.362204724409451,True
2026-02-17,2026-02-18,BANPU,SET,+,UP,65.88449843462166,5.4422492173108346,5.9,1.7241379310344922,2.5862068965517384,True
2026-02-17,2026-02-18,BCP,SET,+,UP,71.1111111111111,8.055555555555548,36.5,1.3888888888888888,2.083333333333333,True
2026-02-17,2026-02-18,BCPG,SET,++,DOWN,65.26263230482942,9.157579382897651,8.4,3.7037037037037126,5.555555555555569,True
2026-02-17,2026-02-18,BEM,SET,+,UP,75.0,10.975465555633868,5.95,6.25000000000001,9.375000000000014,True
2026-02-17,2026-02-18,BGRIM,SET,+,UP,75.0,11.220253320670492,15.3,1.3245033112582854,1.986754966887428,True
2026-02-17,2026-02-18,BJC,SET,+,UP,66.19091220813944,5.595456104069719,16.5,2.484472049689432,3.726708074534148,True
2026-02-17,2026-02-18,BPP,SET,+,UP,67.01521140256317,6.007605701281582,12.2,0.8264462809917326,1.2396694214875987,True
2026-02-17,2026-02-18,BTS,SET,+,UP,69.27101138503434,7.1355056925171745,2.54,0.7936507936507943,1.1904761904761914,True
2026-02-17,2026-02-18,BTS,SET,++,UP,69.97833924975794,11.98700354985476,2.54,0.7936507936507943,1.1904761904761914,True
2026-02-17,2026-02-18,BYD,SET,+,UP,75.0,20.0,0.66,0.0,0.0,True
2026-02-17,2026-02-18,BYD,SET,++,UP,70.0,13.062225670232387,0.66,0.0,0.0,True
2026-02-17,2026-02-18,CK,SET,+,UP,75.0,11.514696899009724,15.5,3.3333333333333335,5.0,True
2026-02-17,2026-02-18,CKP,SET,+,UP,69.55156754682525,7.275783773412625,2.56,0.7874015748031503,1.1811023622047254,True
2026-02-17,2026-02-18,COM7,SET,++,DOWN,65.35348884844487,9.21209330906692,24.5,0.40983606557377633,0.6147540983606645,True
2026-02-17,2026-02-18,CPALL,SET,+,UP,65.05211381796111,5.026056908980559,50.75,2.525252525252525,3.7878787878787876,True
2026-02-17,2026-02-18,DOHOME,SET,+,UP,65.13859582729523,5.069297913647619,4.02,2.5510204081632564,3.8265306122448846,True
2026-02-17,2026-02-18,EPG,SET,+,UP,75.0,17.245350964877737,3.92,5.376344086021498,8.064516129032247,True
2026-02-17,2026-02-18,EPG,SET,++,UP,66.17066002543878,9.702396015263268,3.92,5.376344086021498,8.064516129032247,True
2026-02-17,2026-02-18,ERW,SET,+,UP,73.81325448716686,9.406627243583433,3.2,3.2258064516129057,4.8387096774193585,True
2026-02-17,2026-02-18,FORTH,SET,++,UP,70.0,15.0,8.25,4.430379746835438,6.645569620253157,True
2026-02-17,2026-02-18,GPSC,SET,+,UP,75.0,12.544711416199528,43.5,0.5780346820809248,0.8670520231213872,True
2026-02-17,2026-02-18,GULF,SET,+,UP,68.30339902417272,6.651699512086362,61.25,2.510460251046025,3.7656903765690375,True
2026-02-17,2026-02-18,GUNKUL,SET,+,UP,75.0,13.22539698498777,2.3,3.6036036036035863,5.4054054054053795,True
2026-02-17,2026-02-18,HMPRO,SET,+,UP,69.37400313495434,7.18700156747717,7.15,2.142857142857148,3.2142857142857224,True
2026-02-17,2026-02-18,JMART,SET,+,UP,65.67588742842263,5.337943714211313,7.9,-0.6289308176100606,0.943396226415091,True
2026-02-17,2026-02-18,JMART,SET,++,DOWN,68.84343025014222,11.306058150085331,7.9,-0.6289308176100606,0.943396226415091,True
2026-02-17,2026-02-18,JMT,SET,+,UP,75.0,18.91699329292034,11.0,1.8518518518518452,2.777777777777768,True
2026-02-17,2026-02-18,JMT,SET,++,UP,70.0,15.0,11.0,1.8518518518518452,2.777777777777768,True
2026-02-17,2026-02-18,KBANK,SET,+,UP,68.2925503793396,6.646275189669804,206.0,3.5175879396984926,5.276381909547739,True
2026-02-17,2026-02-18,KTB,SET,+,UP,69.69354942041292,7.346774710206461,32.25,4.032258064516129,6.048387096774194,True
2026-02-17,2026-02-18,KTC,SET,+,UP,75.0,13.616129061023376,34.0,3.816793893129771,5.7251908396946565,True
2026-02-17,2026-02-18,MTC,SET,+,UP,66.80335382718782,5.901676913593912,39.25,1.2903225806451613,1.935483870967742,True
2026-02-17,2026-02-18,NEX,SET,+,UP,75.0,11.63371378402107,1.36,0.0,0.0,True
2026-02-17,2026-02-18,ORI,SET,+,UP,72.5544703791646,8.7772351895823,2.08,1.960784313725492,2.9411764705882377,True
2026-02-17,2026-02-18,ORI,SET,++,UP,65.3864756740049,9.231885404402936,2.08,1.960784313725492,2.9411764705882377,True
2026-02-17,2026-02-18,PLANB,SET,+,UP,75.0,14.119532856897177,4.62,1.3157894736842215,1.9736842105263324,True
2026-02-17,2026-02-18,PLANB,SET,++,UP,66.28688886801925,9.77213332081155,4.62,1.3157894736842215,1.9736842105263324,True
2026-02-17,2026-02-18,PR9,SET,+,UP,68.9707947897826,6.985397394891302,21.0,0.0,0.0,True
2026-02-17,2026-02-18,PSL,SET,+,UP,75.0,12.078251398506845,7.15,5.925925925925931,8.888888888888896,True
2026-02-17,2026-02-18,PTG,SET,+,UP,70.22717635930721,7.613588179653608,9.3,1.086956521739146,1.6304347826087189,True
2026-02-17,2026-02-18,PTTGC,SET,+,UP,66.62681940589641,5.813409702948203,27.5,3.7735849056603774,5.660377358490566,True
2026-02-17,2026-02-18,SABUY,SET,+,UP,75.0,14.523809523809517,0.23,9.523809523809533,14.285714285714299,True
2026-02-17,2026-02-18,SABUY,SET,++,UP,68.94679338885229,11.368076033311372,0.23,9.523809523809533,14.285714285714299,True
2026-02-17,2026-02-18,SAWAD,SET,+,UP,72.6880264156747,8.844013207837353,28.75,0.8771929824561403,1.3157894736842104,True
2026-02-17,2026-02-18,SAWAD,SET,++,UP,65.02940636500199,9.017643819001194,28.75,0.8771929824561403,1.3157894736842104,True
2026-02-17,2026-02-18,SINGER,SET,+,UP,74.91896404231159,9.959482021155797,5.9,3.5087719298245648,5.263157894736847,True
2026-02-17,2026-02-18,SINGER,SET,++,UP,68.06024748240236,10.83614848944142,5.9,3.5087719298245648,5.263157894736847,True
2026-02-17,2026-02-18,SIRI,SET,+,UP,68.73034416087253,6.865172080436266,1.48,1.3698630136986314,2.054794520547947,True
2026-02-17,2026-02-18,SJWD,SET,+,UP,71.02283629336551,8.01141814668276,8.5,0.5917159763313694,0.8875739644970542,True
2026-02-17,2026-02-18,SNNP,SET,+,UP,71.59527698246985,8.297638491234927,7.9,1.282051282051289,1.9230769230769336,True
2026-02-17,2026-02-18,SSP,SET,+,UP,65.00943369962557,5.004716849812785,3.3,1.8518518518518396,2.7777777777777595,True
2026-02-17,2026-02-18,STA,SET,+,UP,75.0,11.048314673186576,14.9,2.758620689655175,4.1379310344827624,True
2026-02-17,2026-02-18,STGT,SET,+,UP,67.82315786083173,6.411578930415862,9.1,-0.5464480874317017,0.8196721311475526,True
2026-02-17,2026-02-18,SUPER,SET,+,UP,73.18181818181816,9.090909090909083,0.12,0.0,0.0,True
2026-02-17,2026-02-18,SUPER,SET,++,UP,70.0,15.0,0.12,0.0,0.0,True
2026-02-17,2026-02-18,TCAP,SET,+,UP,66.23905006734256,5.619525033671279,58.75,1.293103448275862,1.9396551724137931,True
2026-02-17,2026-02-18,THANI,SET,+,UP,75.0,12.439019379566574,1.92,0.5235602094240842,0.7853403141361264,True
2026-02-17,2026-02-18,TOA,SET,+,UP,72.52292564496526,8.761462822482624,15.7,2.614379084967311,3.9215686274509665,True
2026-02-17,2026-02-18,TQM,SET,+,UP,68.85107225969224,6.9255361298461215,13.3,2.307692307692313,3.4615384615384692,True
2026-02-17,2026-02-18,TRUE,SET,+,UP,66.98685715806,5.993428579030002,14.0,2.941176470588238,4.411764705882357,True
2026-02-17,2026-02-18,TTB,SET,+,UP,72.36770070904457,8.683850354522283,2.1,1.9417475728155356,2.9126213592233032,True
2026-02-17,2026-02-18,VGI,SET,+,UP,75.0,20.0,1.29,1.5748031496063006,2.362204724409451,True
2026-02-17,2026-02-18,VGI,SET,++,UP,70.0,15.0,1.29,1.5748031496063006,2.362204724409451,True
2026-02-17,2026-02-18,WHA,SET,+,UP,71.08723004110333,8.043615020551664,4.2,0.9615384615384623,1.4423076923076934,True
2026-02-17,2026-02-18,WHA,SET,++,UP,65.97398794862775,9.58439276917665,4.2,0.9615384615384623,1.4423076923076934,True
2026-02-17,2026-02-18,WHAUP,SET,+,UP,65.32532367785825,5.162661838929128,4.96,1.2244897959183594,1.836734693877539,True
2026-02-17,2026-02-18,ADP,NASDAQ,-,DOWN,67.0537114388147,6.0268557194073535,213.08,0.4573098863797081,0.6859648295695622,True
2026-02-17,2026-02-18,ADSK,NASDAQ,-,DOWN,69.16861439250263,7.084307196251316,225.32,-2.5516823804169215,3.8275235706253823,True
2026-02-17,2026-02-18,AEP,NASDAQ,+,UP,69.7501274087325,7.375063704366247,130.24,0.23087578882562057,0.34631368323843087,True
2026-02-17,2026-02-18,AMAT,NASDAQ,+,UP,72.43089231179329,8.715446155896645,359.13,1.1890338395649518,1.7835507593474276,True
2026-02-17,2026-02-18,AMAT,NASDAQ,++,UP,70.0,12.891783549763073,359.13,1.1890338395649518,1.7835507593474276,True
2026-02-17,2026-02-18,AMD,NASDAQ,-,DOWN,67.14496233501812,6.072481167509058,203.08,-2.0451475979162552,3.067721396874383,True
2026-02-17,2026-02-18,AMD,NASDAQ,++,DOWN,70.0,15.0,203.08,-2.0451475979162552,3.067721396874383,True
2026-02-17,2026-02-18,AVGO,NASDAQ,++,DOWN,65.20159524109484,9.1209571446569,332.54,2.266506750315221,3.399760125472832,True
2026-02-17,2026-02-18,BIDU,NASDAQ,-,DOWN,68.30316889160625,6.6515844458031275,137.33,0.23355959419022088,0.3503393912853313,True
2026-02-17,2026-02-18,BIIB,NASDAQ,++,UP,65.78605888316125,9.471635329896749,195.62,-0.4579686545898665,0.6869529818847998,True
2026-02-17,2026-02-18,BKNG,NASDAQ,++,DOWN,65.80735096933857,9.484410581603143,4140.15,-0.010867990146373172,0.016301985219559757,True
2026-02-17,2026-02-18,CDNS,NASDAQ,++,DOWN,69.4021035513569,11.641262130814145,283.46,-5.342950644493421,8.014425966740133,True
2026-02-17,2026-02-18,CHTR,NASDAQ,++,DOWN,65.6193008344396,9.37158050066376,237.01,-0.8699652850391119,1.3049479275586677,True
2026-02-17,2026-02-18,CPRT,NASDAQ,-,DOWN,68.68449418894824,6.842247094474119,37.52,0.0800213390237427,0.12003200853561405,True
2026-02-17,2026-02-18,CRWD,NASDAQ,++,UP,69.85689656344942,11.914137938069652,414.285,-3.573922353598352,5.360883530397528,True
2026-02-17,2026-02-18,CSCO,NASDAQ,-,DOWN,75.0,11.28886252525202,76.85,0.0,0.0,True
2026-02-17,2026-02-18,CSCO,NASDAQ,++,DOWN,70.0,12.227669132701644,76.85,0.0,0.0,True
2026-02-17,2026-02-18,DDOG,NASDAQ,+,UP,71.28532524695518,8.142662623477593,122.56,-2.1086261980830674,3.162939297124601,True
2026-02-17,2026-02-18,DDOG,NASDAQ,++,DOWN,70.0,15.0,122.56,-2.1086261980830674,3.162939297124601,True
2026-02-17,2026-02-18,ENPH,NASDAQ,-,DOWN,73.25685026871757,9.128425134358787,45.64,4.94366521039319,7.415497815589785,True
2026-02-17,2026-02-18,ENPH,NASDAQ,++,DOWN,70.0,15.0,45.64,4.94366521039319,7.415497815589785,True
2026-02-17,2026-02-18,EXC,NASDAQ,+,UP,73.24102480225346,9.120512401126735,48.04,-0.9075907590759029,1.3613861386138544,True
2026-02-17,2026-02-18,FISV,NASDAQ,+,UP,66.63619051773412,5.8180952588670625,63.45,6.890161725067391,10.335242587601087,True
2026-02-17,2026-02-18,FISV,NASDAQ,++,UP,69.29150876870351,11.574905261222106,63.45,6.890161725067391,10.335242587601087,True
2026-02-17,2026-02-18,GFS,NASDAQ,+,UP,75.0,11.532760929956998,48.22,-1.5717493365993125,2.3576240048989687,True
2026-02-17,2026-02-18,GFS,NASDAQ,++,UP,70.0,15.0,48.22,-1.5717493365993125,2.3576240048989687,True
2026-02-17,2026-02-18,GOOG,NASDAQ,-,DOWN,68.65562607802914,6.827813039014574,302.82,-1.0456832886739393,1.568524933010909,True
2026-02-17,2026-02-18,GOOGL,NASDAQ,-,DOWN,69.12754680299186,7.063773401495932,302.02,-1.2102577521915625,1.8153866282873437,True
2026-02-17,2026-02-18,ILMN,NASDAQ,++,DOWN,65.65401161815231,9.39240697089138,116.51,-0.2568273264275295,0.3852409896412942,True
2026-02-17,2026-02-18,INTC,NASDAQ,-,DOWN,71.22788235925883,8.113941179629414,46.18,-1.3036973712331683,1.9555460568497525,True
2026-02-17,2026-02-18,INTC,NASDAQ,++,DOWN,66.56934691562391,9.941608149374344,46.18,-1.3036973712331683,1.9555460568497525,True
2026-02-17,2026-02-18,INTU,NASDAQ,-,DOWN,75.0,13.967997260507103,379.17,-5.065097646469695,7.597646469704543,True
2026-02-17,2026-02-18,INTU,NASDAQ,++,DOWN,68.59796345255046,11.158778071530278,379.17,-5.065097646469695,7.597646469704543,True
2026-02-17,2026-02-18,KLAC,NASDAQ,++,UP,70.0,15.0,1470.19,0.4138976730208346,0.6208465095312519,True
2026-02-17,2026-02-18,LCID,NASDAQ,-,DOWN,75.0,10.666391106383001,9.92,-3.5019455252918235,5.252918287937735,True
2026-02-17,2026-02-18,LCID,NASDAQ,++,DOWN,70.0,15.0,9.92,-3.5019455252918235,5.252918287937735,True
2026-02-17,2026-02-18,LRCX,NASDAQ,++,UP,70.0,13.201603599990186,235.58,0.021228718209999307,0.03184307731499896,True
2026-02-17,2026-02-18,LULU,NASDAQ,++,DOWN,66.35813103322864,9.814878619937188,177.72,0.7368779049994396,1.1053168574991594,True
2026-02-17,2026-02-18,MAR,NASDAQ,+,UP,72.36118132030138,8.68059066015069,359.94,1.7095707705784315,2.5643561558676473,True
2026-02-17,2026-02-18,MCHP,NASDAQ,+,UP,67.23002612500869,6.115013062504349,78.94,0.483706720977591,0.7255600814663865,True
2026-02-17,2026-02-18,META,NASDAQ,-,DOWN,66.41198192940635,5.705990964703178,639.29,-0.07502696281476441,0.11254044422214662,True
2026-02-17,2026-02-18,META,NASDAQ,++,DOWN,67.7824797718643,10.66948786311858,639.29,-0.07502696281476441,0.11254044422214662,True
2026-02-17,2026-02-18,MRNA,NASDAQ,++,UP,67.32173549804843,10.393041298829054,43.93,4.0255742363248945,6.038361354487342,True
2026-02-17,2026-02-18,MRVL,NASDAQ,++,DOWN,66.19154958727114,9.714929752362684,79.01,0.5088411143620477,0.7632616715430716,True
