Symbol,Threshold,Max_Streak_Pos,Max_Streak_Neg,Pattern,Pattern_Name,Category,Chance,Prob,Stats
CK,±3.2%,3,4,++,2_Days_Up,Trend,🟢 UP,41%,21/51 (5000)
CK,±3.2%,3,4,+-,2D_Reversal_Down,Reversal,🟢 UP,56%,18/32 (5000)
CK,±3.2%,3,4,-+,2D_Reversal_Up,Reversal,🟢 UP,44%,20/45 (5000)
CK,±3.2%,3,4,--,2_Days_Down,Trend,🟢 UP,65%,30/46 (5000)
CK,±3.2%,3,4,+++,3_Days_Up,Trend,🔴 DOWN,22%,2/9 (5000)
CK,±3.2%,3,4,++-,3D_Reversal_Down,Reversal,🟢 UP,83%,5/6 (5000)
CK,±3.2%,3,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,100%,4/4 (5000)
CK,±3.2%,3,4,+--,3D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (5000)
CK,±3.2%,3,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,44%,4/9 (5000)
CK,±3.2%,3,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,62%,5/8 (5000)
CK,±3.2%,3,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,28%,4/14 (5000)
CK,±3.2%,3,4,---,3_Days_Down,Trend,🟢 UP,88%,8/9 (5000)
CK,±3.2%,3,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (5000)
CK,±3.2%,3,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,100%,1/1 (5000)
CK,±3.2%,3,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,0%,0/2 (5000)
CK,±3.2%,3,4,+---,4D_Reversal_Down,Reversal,🔴 DOWN,0%,0/1 (5000)
CK,±3.2%,3,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/2 (5000)
CK,±3.2%,3,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,100%,2/2 (5000)
CK,±3.2%,3,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (5000)
CK,±3.2%,3,4,--++,4D_Reversal_Up,Reversal,🟢 UP,66%,2/3 (5000)
CK,±3.2%,3,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,75%,3/4 (5000)
CK,±3.2%,3,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/4 (5000)
CK,±3.2%,3,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (5000)
CKP,±2.2%,3,4,+,1_Days_Up,Trend,🔴 DOWN,34%,118/343 (3044)
CKP,±2.2%,3,4,-,1_Days_Down,Trend,🟢 UP,48%,144/297 (3044)
CKP,±2.2%,3,4,++,2_Days_Up,Trend,🔴 DOWN,38%,15/39 (3044)
CKP,±2.2%,3,4,+-,2D_Reversal_Down,Reversal,🟢 UP,65%,32/49 (3044)
CKP,±2.2%,3,4,-+,2D_Reversal_Up,Reversal,🟢 UP,44%,22/50 (3044)
CKP,±2.2%,3,4,--,2_Days_Down,Trend,🟢 UP,58%,21/36 (3044)
CKP,±2.2%,3,4,+++,3_Days_Up,Trend,🔴 DOWN,14%,1/7 (3044)
CKP,±2.2%,3,4,++-,3D_Reversal_Down,Reversal,🟢 UP,62%,5/8 (3044)
CKP,±2.2%,3,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,50%,6/12 (3044)
CKP,±2.2%,3,4,+--,3D_Reversal_Down,Reversal,🟢 UP,83%,5/6 (3044)
CKP,±2.2%,3,4,-++,3D_Reversal_Up,Reversal,🟢 UP,50%,4/8 (3044)
CKP,±2.2%,3,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,100%,5/5 (3044)
CKP,±2.2%,3,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,27%,3/11 (3044)
CKP,±2.2%,3,4,---,3_Days_Down,Trend,🟢 UP,60%,3/5 (3044)
CKP,±2.2%,3,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,75%,3/4 (3044)
CKP,±2.2%,3,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,100%,2/2 (3044)
CKP,±2.2%,3,4,++--,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (3044)
CKP,±2.2%,3,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,33%,1/3 (3044)
CKP,±2.2%,3,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (3044)
CKP,±2.2%,3,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/1 (3044)
CKP,±2.2%,3,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,66%,2/3 (3044)
CKP,±2.2%,3,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,100%,2/2 (3044)
CKP,±2.2%,3,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/2 (3044)
CKP,±2.2%,3,4,----,4_Days_Down,Trend,🔴 DOWN,0%,0/1 (3044)
DOHOME,±2.3%,4,4,+,1_Days_Up,Trend,🔴 DOWN,35%,91/260 (1569)
DOHOME,±2.3%,4,4,-,1_Days_Down,Trend,🟢 UP,47%,120/252 (1569)
DOHOME,±2.3%,4,4,++,2_Days_Up,Trend,🔴 DOWN,22%,11/48 (1569)
DOHOME,±2.3%,4,4,+-,2D_Reversal_Down,Reversal,🟢 UP,51%,27/52 (1569)
DOHOME,±2.3%,4,4,-+,2D_Reversal_Up,Reversal,🟢 UP,39%,23/58 (1569)
DOHOME,±2.3%,4,4,--,2_Days_Down,Trend,🟢 UP,59%,29/49 (1569)
DOHOME,±2.3%,4,4,+++,3_Days_Up,Trend,🔴 DOWN,12%,1/8 (1569)
DOHOME,±2.3%,4,4,++-,3D_Reversal_Down,Reversal,🟢 UP,57%,8/14 (1569)
DOHOME,±2.3%,4,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,38%,5/13 (1569)
DOHOME,±2.3%,4,4,+--,3D_Reversal_Down,Reversal,🟢 UP,66%,6/9 (1569)
DOHOME,±2.3%,4,4,-++,3D_Reversal_Up,Reversal,🟢 UP,27%,3/11 (1569)
DOHOME,±2.3%,4,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,61%,8/13 (1569)
DOHOME,±2.3%,4,4,--+,3D_Reversal_Up,Reversal,🟢 UP,37%,6/16 (1569)
DOHOME,±2.3%,4,4,---,3_Days_Down,Trend,🟢 UP,50%,4/8 (1569)
DOHOME,±2.3%,4,4,++++,4_Days_Up,Trend,🔴 DOWN,0%,0/1 (1569)
DOHOME,±2.3%,4,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,66%,4/6 (1569)
DOHOME,±2.3%,4,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,66%,2/3 (1569)
DOHOME,±2.3%,4,4,++--,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (1569)
DOHOME,±2.3%,4,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,33%,1/3 (1569)
DOHOME,±2.3%,4,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (1569)
DOHOME,±2.3%,4,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,50%,1/2 (1569)
DOHOME,±2.3%,4,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (1569)
DOHOME,±2.3%,4,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/3 (1569)
DOHOME,±2.3%,4,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,100%,1/1 (1569)
DOHOME,±2.3%,4,4,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/3 (1569)
DOHOME,±2.3%,4,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,100%,2/2 (1569)
DOHOME,±2.3%,4,4,--++,4D_Reversal_Up,Reversal,🟢 UP,33%,1/3 (1569)
DOHOME,±2.3%,4,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,100%,3/3 (1569)
DOHOME,±2.3%,4,4,---+,4D_Reversal_Up,Reversal,🟢 UP,100%,3/3 (1569)
DOHOME,±2.3%,4,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (1569)
EPG,±1.7%,4,5,+,1_Days_Up,Trend,🔴 DOWN,37%,200/537 (2693)
EPG,±1.7%,4,5,-,1_Days_Down,Trend,🟢 UP,44%,239/540 (2693)
EPG,±1.7%,4,5,++,2_Days_Up,Trend,🔴 DOWN,36%,42/114 (2693)
EPG,±1.7%,4,5,+-,2D_Reversal_Down,Reversal,🟢 UP,42%,56/131 (2693)
EPG,±1.7%,4,5,-+,2D_Reversal_Up,Reversal,🔴 DOWN,39%,54/137 (2693)
EPG,±1.7%,4,5,--,2_Days_Down,Trend,🟢 UP,54%,67/123 (2693)
EPG,±1.7%,4,5,+++,3_Days_Up,Trend,🔴 DOWN,22%,4/18 (2693)
EPG,±1.7%,4,5,++-,3D_Reversal_Down,Reversal,🟢 UP,51%,15/29 (2693)
EPG,±1.7%,4,5,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,35%,12/34 (2693)
EPG,±1.7%,4,5,+--,3D_Reversal_Down,Reversal,🔴 DOWN,59%,16/27 (2693)
EPG,±1.7%,4,5,-++,3D_Reversal_Up,Reversal,🟢 UP,43%,13/30 (2693)
EPG,±1.7%,4,5,-+-,3D_Mixed_-+-,Mixed,🟢 UP,34%,13/38 (2693)
EPG,±1.7%,4,5,--+,3D_Reversal_Up,Reversal,🔴 DOWN,41%,19/46 (2693)
EPG,±1.7%,4,5,---,3_Days_Down,Trend,🟢 UP,71%,23/32 (2693)
EPG,±1.7%,4,5,++++,4_Days_Up,Trend,🔴 DOWN,0%,0/1 (2693)
EPG,±1.7%,4,5,+++-,4D_Reversal_Down,Reversal,🟢 UP,66%,4/6 (2693)
EPG,±1.7%,4,5,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,33%,3/9 (2693)
EPG,±1.7%,4,5,++--,4D_Reversal_Down,Reversal,🟢 UP,83%,5/6 (2693)
EPG,±1.7%,4,5,+-++,4D_Mixed_+-++,Mixed,🟢 UP,55%,5/9 (2693)
EPG,±1.7%,4,5,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,25%,3/12 (2693)
EPG,±1.7%,4,5,+--+,4D_Mixed_+--+,Mixed,🟢 UP,71%,5/7 (2693)
EPG,±1.7%,4,5,+---,4D_Reversal_Down,Reversal,🟢 UP,57%,4/7 (2693)
EPG,±1.7%,4,5,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,37%,3/8 (2693)
EPG,±1.7%,4,5,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,33%,3/9 (2693)
EPG,±1.7%,4,5,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,44%,4/9 (2693)
EPG,±1.7%,4,5,-+--,4D_Mixed_-+--,Mixed,🔴 DOWN,66%,4/6 (2693)
EPG,±1.7%,4,5,--++,4D_Reversal_Up,Reversal,🔴 DOWN,30%,3/10 (2693)
EPG,±1.7%,4,5,--+-,4D_Mixed_--+-,Mixed,🟢 UP,41%,7/17 (2693)
EPG,±1.7%,4,5,---+,4D_Reversal_Up,Reversal,🔴 DOWN,17%,3/17 (2693)
EPG,±1.7%,4,5,----,4_Days_Down,Trend,🟢 UP,60%,3/5 (2693)
EPG,±1.7%,4,5,-----,Streak_Down_5,Breakout,🟢 UP,100%,1/1 (2693)
ERW,±2.7%,4,5,+,1_Days_Up,Trend,🟢 UP,39%,200/503 (5000)
ERW,±2.7%,4,5,-,1_Days_Down,Trend,🔴 DOWN,43%,176/406 (5000)
ERW,±2.7%,4,5,++,2_Days_Up,Trend,🟢 UP,38%,30/78 (5000)
ERW,±2.7%,4,5,+-,2D_Reversal_Down,Reversal,🔴 DOWN,42%,27/63 (5000)
ERW,±2.7%,4,5,-+,2D_Reversal_Up,Reversal,🔴 DOWN,40%,26/64 (5000)
ERW,±2.7%,4,5,--,2_Days_Down,Trend,🔴 DOWN,38%,26/67 (5000)
ERW,±2.7%,4,5,+++,3_Days_Up,Trend,🔴 DOWN,23%,3/13 (5000)
ERW,±2.7%,4,5,++-,3D_Reversal_Down,Reversal,🔴 DOWN,35%,5/14 (5000)
ERW,±2.7%,4,5,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,33%,3/9 (5000)
ERW,±2.7%,4,5,+--,3D_Reversal_Down,Reversal,🔴 DOWN,42%,6/14 (5000)
ERW,±2.7%,4,5,-++,3D_Reversal_Up,Reversal,🟢 UP,50%,5/10 (5000)
ERW,±2.7%,4,5,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,37%,6/16 (5000)
ERW,±2.7%,4,5,--+,3D_Reversal_Up,Reversal,🟢 UP,75%,9/12 (5000)
ERW,±2.7%,4,5,---,3_Days_Down,Trend,🟢 UP,53%,7/13 (5000)
ERW,±2.7%,4,5,++++,4_Days_Up,Trend,🟢 UP,100%,1/1 (5000)
ERW,±2.7%,4,5,+++-,4D_Reversal_Down,Reversal,🟢 UP,60%,3/5 (5000)
ERW,±2.7%,4,5,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,0%,0/3 (5000)
ERW,±2.7%,4,5,++--,4D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (5000)
ERW,±2.7%,4,5,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,0%,0/1 (5000)
ERW,±2.7%,4,5,+-+-,4D_Reversal_Down,Reversal,🟢 UP,80%,4/5 (5000)
ERW,±2.7%,4,5,+--+,4D_Mixed_+--+,Mixed,🟢 UP,66%,2/3 (5000)
ERW,±2.7%,4,5,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (5000)
ERW,±2.7%,4,5,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/2 (5000)
ERW,±2.7%,4,5,-+--,4D_Mixed_-+--,Mixed,🟢 UP,66%,2/3 (5000)
ERW,±2.7%,4,5,--++,4D_Reversal_Up,Reversal,🟢 UP,40%,2/5 (5000)
ERW,±2.7%,4,5,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,0%,0/1 (5000)
ERW,±2.7%,4,5,---+,4D_Reversal_Up,Reversal,🟢 UP,100%,4/4 (5000)
ERW,±2.7%,4,5,----,4_Days_Down,Trend,🔴 DOWN,50%,1/2 (5000)
ERW,±2.7%,4,5,-----,Streak_Down_5,Breakout,🟢 UP,100%,1/1 (5000)
FORTH,±2.9%,4,4,+,1_Days_Up,Trend,🟢 UP,37%,139/375 (4674)
FORTH,±2.9%,4,4,-,1_Days_Down,Trend,🟢 UP,42%,152/354 (4674)
FORTH,±2.9%,4,4,++,2_Days_Up,Trend,🔴 DOWN,33%,22/66 (4674)
FORTH,±2.9%,4,4,+-,2D_Reversal_Down,Reversal,🟢 UP,39%,29/73 (4674)
FORTH,±2.9%,4,4,-+,2D_Reversal_Up,Reversal,🟢 UP,44%,22/49 (4674)
FORTH,±2.9%,4,4,--,2_Days_Down,Trend,🟢 UP,47%,24/51 (4674)
FORTH,±2.9%,4,4,+++,3_Days_Up,Trend,🔴 DOWN,20%,1/5 (4674)
FORTH,±2.9%,4,4,++-,3D_Reversal_Down,Reversal,🟢 UP,52%,9/17 (4674)
FORTH,±2.9%,4,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,41%,5/12 (4674)
FORTH,±2.9%,4,4,+--,3D_Reversal_Down,Reversal,🟢 UP,50%,5/10 (4674)
FORTH,±2.9%,4,4,-++,3D_Reversal_Up,Reversal,🟢 UP,42%,6/14 (4674)
FORTH,±2.9%,4,4,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,20%,2/10 (4674)
FORTH,±2.9%,4,4,--+,3D_Reversal_Up,Reversal,🟢 UP,50%,3/6 (4674)
FORTH,±2.9%,4,4,---,3_Days_Down,Trend,🟢 UP,60%,3/5 (4674)
FORTH,±2.9%,4,4,++++,4_Days_Up,Trend,🔴 DOWN,0%,0/1 (4674)
FORTH,±2.9%,4,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (4674)
FORTH,±2.9%,4,4,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,33%,1/3 (4674)
FORTH,±2.9%,4,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,0%,0/2 (4674)
FORTH,±2.9%,4,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,50%,2/4 (4674)
FORTH,±2.9%,4,4,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,0%,0/2 (4674)
FORTH,±2.9%,4,4,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,50%,1/2 (4674)
FORTH,±2.9%,4,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/1 (4674)
FORTH,±2.9%,4,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,100%,2/2 (4674)
FORTH,±2.9%,4,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (4674)
FORTH,±2.9%,4,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,100%,2/2 (4674)
FORTH,±2.9%,4,4,--++,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (4674)
FORTH,±2.9%,4,4,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,0%,0/1 (4674)
FORTH,±2.9%,4,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/1 (4674)
FORTH,±2.9%,4,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (4674)
GFPT,±1.9%,5,4,+,1_Days_Up,Trend,🟢 UP,38%,270/694 (5000)
GFPT,±1.9%,5,4,-,1_Days_Down,Trend,🟢 UP,47%,299/623 (5000)
GFPT,±1.9%,5,4,++,2_Days_Up,Trend,🟢 UP,44%,47/106 (5000)
GFPT,±1.9%,5,4,+-,2D_Reversal_Down,Reversal,🟢 UP,49%,52/105 (5000)
GFPT,±1.9%,5,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,32%,40/124 (5000)
GFPT,±1.9%,5,4,--,2_Days_Down,Trend,🟢 UP,52%,47/90 (5000)
GFPT,±1.9%,5,4,+++,3_Days_Up,Trend,🔴 DOWN,27%,5/18 (5000)
GFPT,±1.9%,5,4,++-,3D_Reversal_Down,Reversal,🔴 DOWN,41%,7/17 (5000)
GFPT,±1.9%,5,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,70%,12/17 (5000)
GFPT,±1.9%,5,4,+--,3D_Reversal_Down,Reversal,🟢 UP,60%,9/15 (5000)
GFPT,±1.9%,5,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,35%,5/14 (5000)
GFPT,±1.9%,5,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,52%,12/23 (5000)
GFPT,±1.9%,5,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,30%,6/20 (5000)
GFPT,±1.9%,5,4,---,3_Days_Down,Trend,🟢 UP,56%,9/16 (5000)
GFPT,±1.9%,5,4,++++,4_Days_Up,Trend,🔴 DOWN,33%,1/3 (5000)
GFPT,±1.9%,5,4,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,20%,1/5 (5000)
GFPT,±1.9%,5,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,100%,3/3 (5000)
GFPT,±1.9%,5,4,++--,4D_Reversal_Down,Reversal,🟢 UP,100%,4/4 (5000)
GFPT,±1.9%,5,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,0%,0/5 (5000)
GFPT,±1.9%,5,4,+-+-,4D_Reversal_Down,Reversal,⚪ SIDE,0%,0/1 (5000)
GFPT,±1.9%,5,4,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,33%,2/6 (5000)
GFPT,±1.9%,5,4,+---,4D_Reversal_Down,Reversal,🔴 DOWN,0%,0/2 (5000)
GFPT,±1.9%,5,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/1 (5000)
GFPT,±1.9%,5,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,100%,1/1 (5000)
GFPT,±1.9%,5,4,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,50%,2/4 (5000)
GFPT,±1.9%,5,4,-+--,4D_Mixed_-+--,Mixed,🔴 DOWN,0%,0/1 (5000)
GFPT,±1.9%,5,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/1 (5000)
GFPT,±1.9%,5,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,66%,4/6 (5000)
GFPT,±1.9%,5,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/4 (5000)
GFPT,±1.9%,5,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (5000)
GFPT,±1.9%,5,4,+++++,Streak_Up_5,Breakout,🔴 DOWN,0%,0/1 (5000)
GUNKUL,±1.6%,5,5,+,1_Days_Up,Trend,🟢 UP,40%,306/761 (3714)
GUNKUL,±1.6%,5,5,-,1_Days_Down,Trend,🟢 UP,45%,314/687 (3714)
GUNKUL,±1.6%,5,5,++,2_Days_Up,Trend,🟢 UP,41%,72/173 (3714)
GUNKUL,±1.6%,5,5,+-,2D_Reversal_Down,Reversal,🟢 UP,44%,76/169 (3714)
GUNKUL,±1.6%,5,5,-+,2D_Reversal_Up,Reversal,🔴 DOWN,40%,65/162 (3714)
GUNKUL,±1.6%,5,5,--,2_Days_Down,Trend,🟢 UP,49%,78/158 (3714)
GUNKUL,±1.6%,5,5,+++,3_Days_Up,Trend,🟢 UP,42%,21/49 (3714)
GUNKUL,±1.6%,5,5,++-,3D_Reversal_Down,Reversal,🟢 UP,50%,19/38 (3714)
GUNKUL,±1.6%,5,5,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,29%,11/37 (3714)
GUNKUL,±1.6%,5,5,+--,3D_Reversal_Down,Reversal,🔴 DOWN,36%,13/36 (3714)
GUNKUL,±1.6%,5,5,-++,3D_Reversal_Up,Reversal,🟢 UP,50%,17/34 (3714)
GUNKUL,±1.6%,5,5,-+-,3D_Mixed_-+-,Mixed,🟢 UP,46%,18/39 (3714)
GUNKUL,±1.6%,5,5,--+,3D_Reversal_Up,Reversal,🔴 DOWN,44%,23/52 (3714)
GUNKUL,±1.6%,5,5,---,3_Days_Down,Trend,🟢 UP,63%,29/46 (3714)
GUNKUL,±1.6%,5,5,++++,4_Days_Up,Trend,🟢 UP,42%,6/14 (3714)
GUNKUL,±1.6%,5,5,+++-,4D_Reversal_Down,Reversal,🟢 UP,64%,9/14 (3714)
GUNKUL,±1.6%,5,5,++-+,4D_Mixed_++-+,Mixed,🟢 UP,44%,4/9 (3714)
GUNKUL,±1.6%,5,5,++--,4D_Reversal_Down,Reversal,🔴 DOWN,44%,4/9 (3714)
GUNKUL,±1.6%,5,5,+-++,4D_Mixed_+-++,Mixed,🟢 UP,57%,4/7 (3714)
GUNKUL,±1.6%,5,5,+-+-,4D_Reversal_Down,Reversal,🟢 UP,66%,6/9 (3714)
GUNKUL,±1.6%,5,5,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,28%,2/7 (3714)
GUNKUL,±1.6%,5,5,+---,4D_Reversal_Down,Reversal,🟢 UP,64%,9/14 (3714)
GUNKUL,±1.6%,5,5,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,23%,3/13 (3714)
GUNKUL,±1.6%,5,5,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,40%,2/5 (3714)
GUNKUL,±1.6%,5,5,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,18%,2/11 (3714)
GUNKUL,±1.6%,5,5,-+--,4D_Mixed_-+--,Mixed,🔴 DOWN,22%,2/9 (3714)
GUNKUL,±1.6%,5,5,--++,4D_Reversal_Up,Reversal,🟢 UP,50%,5/10 (3714)
GUNKUL,±1.6%,5,5,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,26%,4/15 (3714)
GUNKUL,±1.6%,5,5,---+,4D_Reversal_Up,Reversal,🟢 UP,44%,11/25 (3714)
GUNKUL,±1.6%,5,5,----,4_Days_Down,Trend,🟢 UP,66%,6/9 (3714)
GUNKUL,±1.6%,5,5,+++++,Streak_Up_5,Breakout,🔴 DOWN,33%,1/3 (3714)
GUNKUL,±1.6%,5,5,-----,Streak_Down_5,Breakout,⚪ SIDE,0%,0/1 (3714)
HANA,±1.9%,4,4,+,1_Days_Up,Trend,🔴 DOWN,37%,304/812 (5000)
HANA,±1.9%,4,4,-,1_Days_Down,Trend,🟢 UP,46%,352/760 (5000)
HANA,±1.9%,4,4,++,2_Days_Up,Trend,🔴 DOWN,34%,53/154 (5000)
HANA,±1.9%,4,4,+-,2D_Reversal_Down,Reversal,🔴 DOWN,37%,67/181 (5000)
HANA,±1.9%,4,4,-+,2D_Reversal_Up,Reversal,🟢 UP,42%,67/159 (5000)
HANA,±1.9%,4,4,--,2_Days_Down,Trend,🟢 UP,49%,78/157 (5000)
HANA,±1.9%,4,4,+++,3_Days_Up,Trend,🔴 DOWN,37%,10/27 (5000)
HANA,±1.9%,4,4,++-,3D_Reversal_Down,Reversal,🔴 DOWN,33%,15/45 (5000)
HANA,±1.9%,4,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,50%,13/26 (5000)
HANA,±1.9%,4,4,+--,3D_Reversal_Down,Reversal,🟢 UP,41%,18/43 (5000)
HANA,±1.9%,4,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,23%,9/38 (5000)
HANA,±1.9%,4,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,38%,14/36 (5000)
HANA,±1.9%,4,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,33%,15/45 (5000)
HANA,±1.9%,4,4,---,3_Days_Down,Trend,🟢 UP,56%,17/30 (5000)
HANA,±1.9%,4,4,++++,4_Days_Up,Trend,🔴 DOWN,50%,1/2 (5000)
HANA,±1.9%,4,4,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,50%,5/10 (5000)
HANA,±1.9%,4,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,50%,1/2 (5000)
HANA,±1.9%,4,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,25%,3/12 (5000)
HANA,±1.9%,4,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,25%,2/8 (5000)
HANA,±1.9%,4,4,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,25%,2/8 (5000)
HANA,±1.9%,4,4,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,30%,4/13 (5000)
HANA,±1.9%,4,4,+---,4D_Reversal_Down,Reversal,🔴 DOWN,60%,6/10 (5000)
HANA,±1.9%,4,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,60%,3/5 (5000)
HANA,±1.9%,4,4,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,26%,4/15 (5000)
HANA,±1.9%,4,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,71%,5/7 (5000)
HANA,±1.9%,4,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,57%,4/7 (5000)
HANA,±1.9%,4,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/9 (5000)
HANA,±1.9%,4,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,40%,6/15 (5000)
HANA,±1.9%,4,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,40%,4/10 (5000)
HANA,±1.9%,4,4,----,4_Days_Down,Trend,🟢 UP,80%,4/5 (5000)
ICHI,±1.5%,8,6,+,1_Days_Up,Trend,🔴 DOWN,35%,210/598 (2860)
ICHI,±1.5%,8,6,-,1_Days_Down,Trend,🟢 UP,45%,298/648 (2860)
ICHI,±1.5%,8,6,++,2_Days_Up,Trend,🟢 UP,39%,50/127 (2860)
ICHI,±1.5%,8,6,+-,2D_Reversal_Down,Reversal,🟢 UP,48%,85/174 (2860)
