symbol,exchange,total,correct,accuracy,detailed_predictions,test_date_from,test_date_to,avg_win,avg_loss,risk_reward,country
CENTEL,SET,27,12,44.4,"[{'date': Timestamp('2024-05-17 09:00:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 66.40625, 'actual': 'DOWN', 'actual_return': np.float64(-1.19760479041916), 'trader_return': np.float64(-1.19760479041916), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-05-20 09:00:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 66.40625, 'actual': 'UP', 'actual_return': np.float64(0.60606060606061), 'trader_return': np.float64(0.60606060606061), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-05-21 09:00:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 66.40625, 'actual': 'DOWN', 'actual_return': np.float64(-4.216867469879515), 'trader_return': np.float64(-4.216867469879515), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-05-23 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'UP', 'actual_return': np.float64(1.8867924528301883), 'trader_return': np.float64(1.8867924528301883), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-05-24 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'UP', 'actual_return': np.float64(1.2345679012345734), 'trader_return': np.float64(1.2345679012345734), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-05-27 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'UP', 'actual_return': np.float64(0.6097560975609762), 'trader_return': np.float64(0.6097560975609762), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-05-28 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'DOWN', 'actual_return': np.float64(-2.4242424242424288), 'trader_return': np.float64(-2.4242424242424288), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-08-05 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'DOWN', 'actual_return': np.float64(-4.666666666666663), 'trader_return': np.float64(-4.666666666666663), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-08-06 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'UP', 'actual_return': np.float64(4.195804195804187), 'trader_return': np.float64(4.195804195804187), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-08-09 09:00:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 66.40625, 'actual': 'DOWN', 'actual_return': np.float64(-0.7575757575757569), 'trader_return': np.float64(-0.7575757575757569), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-08-13 09:00:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 66.40625, 'actual': 'DOWN', 'actual_return': np.float64(-3.8167938931297662), 'trader_return': np.float64(-3.8167938931297662), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-08-14 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'DOWN', 'actual_return': np.float64(-1.5873015873015928), 'trader_return': np.float64(-1.5873015873015928), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-08-15 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'DOWN', 'actual_return': np.float64(-2.4193548387096753), 'trader_return': np.float64(-2.4193548387096753), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-08-16 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'UP', 'actual_return': np.float64(5.785123966942152), 'trader_return': np.float64(5.785123966942152), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-11-12 09:00:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 66.40625, 'actual': 'UP', 'actual_return': np.float64(0.7633587786259444), 'trader_return': np.float64(0.7633587786259444), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-11-13 09:00:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 66.40625, 'actual': 'UP', 'actual_return': np.float64(5.303030303030298), 'trader_return': np.float64(5.303030303030298), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-01-09 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'UP', 'actual_return': np.float64(1.6260162601626105), 'trader_return': np.float64(1.6260162601626105), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-01-10 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'DOWN', 'actual_return': np.float64(-2.400000000000002), 'trader_return': np.float64(-2.400000000000002), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-03-31 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'UP', 'actual_return': np.float64(1.7391304347825987), 'trader_return': np.float64(1.7391304347825987), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-04-02 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'UP', 'actual_return': np.float64(0.8928571428571397), 'trader_return': np.float64(0.8928571428571397), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-04-03 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'DOWN', 'actual_return': np.float64(-4.424778761061942), 'trader_return': np.float64(-4.424778761061942), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-04-04 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'DOWN', 'actual_return': np.float64(-4.629629629629628), 'trader_return': np.float64(-4.629629629629628), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-04-08 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'DOWN', 'actual_return': np.float64(-0.9708737864077666), 'trader_return': np.float64(-0.9708737864077666), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-04-09 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'UP', 'actual_return': np.float64(4.90196078431373), 'trader_return': np.float64(4.90196078431373), 'correct': 1, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-05-15 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'DOWN', 'actual_return': np.float64(-1.4084507042253502), 'trader_return': np.float64(-1.4084507042253502), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-05-16 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 62.82051282051282, 'actual': 'DOWN', 'actual_return': np.float64(-0.4761904761904856), 'trader_return': np.float64(-0.4761904761904856), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2025-11-26 09:00:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 66.40625, 'actual': 'DOWN', 'actual_return': np.float64(-0.8130081300813052), 'trader_return': np.float64(-0.8130081300813052), 'correct': 0, 'strategy': 'MEAN_REVERSION'}]",2024-01-23,2026-02-12,2.46204,2.41396,1.02,TH
ADVANC,SET,2,1,50.0,"[{'date': Timestamp('2024-12-19 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 67.21311475409836, 'actual': 'DOWN', 'actual_return': np.float64(0.0), 'trader_return': np.float64(0.0), 'correct': 0, 'strategy': 'MEAN_REVERSION'}, {'date': Timestamp('2024-12-20 09:00:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 67.21311475409836, 'actual': 'UP', 'actual_return': np.float64(3.649635036496357), 'trader_return': np.float64(3.649635036496357), 'correct': 1, 'strategy': 'MEAN_REVERSION'}]",2024-01-23,2026-02-12,3.64964,0.0,0.0,TH
PYPL,NASDAQ,3,2,66.7,"[{'date': Timestamp('2025-04-04 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 60.46511627906976, 'actual': 'UP', 'actual_return': np.float64(0.2741134144252255), 'trader_return': np.float64(0.2741134144252255), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-04-07 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 60.46511627906976, 'actual': 'DOWN', 'actual_return': np.float64(-1.913548607551696), 'trader_return': np.float64(-1.913548607551696), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-04-08 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 60.46511627906976, 'actual': 'UP', 'actual_return': np.float64(11.391743598676207), 'trader_return': np.float64(11.391743598676207), 'correct': 1, 'strategy': 'US_LONG_TREND'}]",2024-02-14,2026-02-11,5.83293,1.91355,3.05,US
NXPI,NASDAQ,21,9,42.9,"[{'date': Timestamp('2024-03-14 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-2.5396955647642883), 'trader_return': np.float64(-2.5396955647642883), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-03-15 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-0.38730319104149924), 'trader_return': np.float64(-0.38730319104149924), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-03-18 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-0.10142845068041861), 'trader_return': np.float64(-0.10142845068041861), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-03-19 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'UP', 'actual_return': np.float64(2.0687029359505837), 'trader_return': np.float64(2.0687029359505837), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-03-20 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'UP', 'actual_return': np.float64(2.0060513118083545), 'trader_return': np.float64(2.0060513118083545), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-03-21 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-0.7232538295883995), 'trader_return': np.float64(-0.7232538295883995), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-03-22 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-1.6330372856382835), 'trader_return': np.float64(-1.6330372856382835), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-04-18 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-1.9284248917255442), 'trader_return': np.float64(-1.9284248917255442), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-04-19 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'UP', 'actual_return': np.float64(1.6455931573075455), 'trader_return': np.float64(1.6455931573075455), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-06-20 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'UP', 'actual_return': np.float64(2.3991234698503616), 'trader_return': np.float64(2.3991234698503616), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-06-21 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-1.387300298859906), 'trader_return': np.float64(-1.387300298859906), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-06-24 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'UP', 'actual_return': np.float64(0.9915067160549462), 'trader_return': np.float64(0.9915067160549462), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-06-25 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-0.6483402489626533), 'trader_return': np.float64(-0.6483402489626533), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-11-05 21:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'UP', 'actual_return': np.float64(2.995771199643893), 'trader_return': np.float64(2.995771199643893), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-11-06 21:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'UP', 'actual_return': np.float64(2.0485780966375655), 'trader_return': np.float64(2.0485780966375655), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-11-07 21:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-0.9444350330340634), 'trader_return': np.float64(-0.9444350330340634), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-11-08 21:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-2.9287271794433245), 'trader_return': np.float64(-2.9287271794433245), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-04-04 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'UP', 'actual_return': np.float64(1.5421926497108274), 'trader_return': np.float64(1.5421926497108274), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-04-07 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'DOWN', 'actual_return': np.float64(-5.995468185436947), 'trader_return': np.float64(-5.995468185436947), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-04-08 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 65.27777777777779, 'actual': 'UP', 'actual_return': np.float64(21.08794788273616), 'trader_return': np.float64(21.08794788273616), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-04-09 20:30:00'), 'pattern': '---+', 'forecast': 'UP', 'prob': 64.51612903225806, 'actual': 'DOWN', 'actual_return': np.float64(-10.910851670522403), 'trader_return': np.float64(-10.910851670522403), 'correct': 0, 'strategy': 'US_LONG_TREND'}]",2024-02-14,2026-02-11,4.08727,2.51069,1.63,US
PANW,NASDAQ,1,0,0.0,"[{'date': Timestamp('2025-04-03 20:30:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 63.541666666666664, 'actual': 'DOWN', 'actual_return': np.float64(-7.023067142943629), 'trader_return': np.float64(-7.023067142943629), 'correct': 0, 'strategy': 'US_LONG_TREND'}]",2024-02-14,2026-02-11,0.0,7.02307,0.0,US
FTNT,NASDAQ,10,8,80.0,"[{'date': Timestamp('2025-03-10 20:30:00'), 'pattern': '--', 'forecast': 'UP', 'prob': 61.82136602451839, 'actual': 'UP', 'actual_return': np.float64(2.3323615160349753), 'trader_return': np.float64(2.3323615160349753), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-03-11 20:30:00'), 'pattern': '--', 'forecast': 'UP', 'prob': 61.82136602451839, 'actual': 'DOWN', 'actual_return': np.float64(-0.35612535612534746), 'trader_return': np.float64(-0.35612535612534746), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-03-12 20:30:00'), 'pattern': '--', 'forecast': 'UP', 'prob': 61.82136602451839, 'actual': 'DOWN', 'actual_return': np.float64(-4.605330337996538), 'trader_return': np.float64(-4.605330337996538), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-03-13 20:30:00'), 'pattern': '--', 'forecast': 'UP', 'prob': 61.82136602451839, 'actual': 'UP', 'actual_return': np.float64(3.029329907942624), 'trader_return': np.float64(3.029329907942624), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-03-14 20:30:00'), 'pattern': '--', 'forecast': 'UP', 'prob': 61.82136602451839, 'actual': 'UP', 'actual_return': np.float64(0.43636363636363473), 'trader_return': np.float64(0.43636363636363473), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-03-17 20:30:00'), 'pattern': '--', 'forecast': 'UP', 'prob': 61.82136602451839, 'actual': 'UP', 'actual_return': np.float64(0.24826730112754714), 'trader_return': np.float64(0.24826730112754714), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-03-18 20:30:00'), 'pattern': '--', 'forecast': 'UP', 'prob': 61.82136602451839, 'actual': 'UP', 'actual_return': np.float64(1.3001754204932547), 'trader_return': np.float64(1.3001754204932547), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-03-19 20:30:00'), 'pattern': '--', 'forecast': 'UP', 'prob': 61.82136602451839, 'actual': 'UP', 'actual_return': np.float64(0.28521951716411476), 'trader_return': np.float64(0.28521951716411476), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-04-04 20:30:00'), 'pattern': '--', 'forecast': 'UP', 'prob': 61.82136602451839, 'actual': 'UP', 'actual_return': np.float64(3.883838980049581), 'trader_return': np.float64(3.883838980049581), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-12-17 21:30:00'), 'pattern': '--', 'forecast': 'UP', 'prob': 61.82136602451839, 'actual': 'UP', 'actual_return': np.float64(0.46611237087428314), 'trader_return': np.float64(0.46611237087428314), 'correct': 1, 'strategy': 'US_LONG_TREND'}]",2024-02-14,2026-02-11,1.49771,2.48073,0.6,US
GILD,NASDAQ,18,9,50.0,"[{'date': Timestamp('2024-08-05 20:30:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 63.33333333333333, 'actual': 'DOWN', 'actual_return': np.float64(-0.8552719497527783), 'trader_return': np.float64(-0.8552719497527783), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-11-15 21:30:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 63.33333333333333, 'actual': 'UP', 'actual_return': np.float64(0.06787330316739837), 'trader_return': np.float64(0.06787330316739837), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-11-18 21:30:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 63.33333333333333, 'actual': 'DOWN', 'actual_return': np.float64(-0.8026226543070281), 'trader_return': np.float64(-0.8026226543070281), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-05-01 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'UP', 'actual_return': np.float64(0.41646489104116835), 'trader_return': np.float64(0.41646489104116835), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-05-02 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'DOWN', 'actual_return': np.float64(-0.839120370370372), 'trader_return': np.float64(-0.839120370370372), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-05-05 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'DOWN', 'actual_return': np.float64(-4.795253380021403), 'trader_return': np.float64(-4.795253380021403), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-05-06 20:30:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 63.33333333333333, 'actual': 'UP', 'actual_return': np.float64(1.042092357989377), 'trader_return': np.float64(1.042092357989377), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-05-07 20:30:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 63.33333333333333, 'actual': 'DOWN', 'actual_return': np.float64(-0.748230535894856), 'trader_return': np.float64(-0.748230535894856), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-06-17 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'DOWN', 'actual_return': np.float64(0.0), 'trader_return': np.float64(0.0), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-06-18 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'UP', 'actual_return': np.float64(0.4629629629629539), 'trader_return': np.float64(0.4629629629629539), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-06-20 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'DOWN', 'actual_return': np.float64(-2.1290322580645227), 'trader_return': np.float64(-2.1290322580645227), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-07-15 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'UP', 'actual_return': np.float64(0.7243719053731779), 'trader_return': np.float64(0.7243719053731779), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-07-16 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'DOWN', 'actual_return': np.float64(-0.9558488848429691), 'trader_return': np.float64(-0.9558488848429691), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-07-17 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'DOWN', 'actual_return': np.float64(-0.5330882352941213), 'trader_return': np.float64(-0.5330882352941213), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-07-18 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'UP', 'actual_return': np.float64(0.05544261689152119), 'trader_return': np.float64(0.05544261689152119), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-07-21 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'UP', 'actual_return': np.float64(1.7454746952345834), 'trader_return': np.float64(1.7454746952345834), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-07-22 20:30:00'), 'pattern': '-+-', 'forecast': 'UP', 'prob': 64.70588235294117, 'actual': 'UP', 'actual_return': np.float64(3.0770627212489687), 'trader_return': np.float64(3.0770627212489687), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2026-01-15 21:30:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 63.33333333333333, 'actual': 'UP', 'actual_return': np.float64(3.0100610258947613), 'trader_return': np.float64(3.0100610258947613), 'correct': 1, 'strategy': 'US_LONG_TREND'}]",2024-02-14,2026-02-11,1.17798,1.29539,0.91,US
MSFT,NASDAQ,5,2,40.0,"[{'date': Timestamp('2024-08-02 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 69.14893617021278, 'actual': 'DOWN', 'actual_return': np.float64(-3.2656858185022952), 'trader_return': np.float64(-3.2656858185022952), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2024-08-05 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 69.14893617021278, 'actual': 'UP', 'actual_return': np.float64(1.1286853093761984), 'trader_return': np.float64(1.1286853093761984), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-04-04 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 69.14893617021278, 'actual': 'DOWN', 'actual_return': np.float64(-0.5502445531347155), 'trader_return': np.float64(-0.5502445531347155), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-04-07 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 69.14893617021278, 'actual': 'DOWN', 'actual_return': np.float64(-0.9221483261610763), 'trader_return': np.float64(-0.9221483261610763), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-04-08 20:30:00'), 'pattern': '---', 'forecast': 'UP', 'prob': 69.14893617021278, 'actual': 'UP', 'actual_return': np.float64(10.133686823104693), 'trader_return': np.float64(10.133686823104693), 'correct': 1, 'strategy': 'US_LONG_TREND'}]",2024-02-14,2026-02-11,5.63119,1.57936,3.57,US
PEP,NASDAQ,3,1,33.3,"[{'date': Timestamp('2024-05-28 20:30:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 71.84466019417476, 'actual': 'DOWN', 'actual_return': np.float64(-1.2861921790287223), 'trader_return': np.float64(-1.2861921790287223), 'correct': 0, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-02-04 21:30:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 71.84466019417476, 'actual': 'UP', 'actual_return': np.float64(1.5123005087462449), 'trader_return': np.float64(1.5123005087462449), 'correct': 1, 'strategy': 'US_LONG_TREND'}, {'date': Timestamp('2025-02-05 21:30:00'), 'pattern': '+--', 'forecast': 'UP', 'prob': 71.84466019417476, 'actual': 'DOWN', 'actual_return': np.float64(-0.21282438555539906), 'trader_return': np.float64(-0.21282438555539906), 'correct': 0, 'strategy': 'US_LONG_TREND'}]",2024-02-14,2026-02-11,1.5123,0.74951,2.02,US
