Symbol,Threshold,Max_Streak_Pos,Max_Streak_Neg,Pattern,Pattern_Name,Category,Chance,Prob,Stats,avg_return
GUNKUL,±1.9%,5,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,50%,46/91 (3715),0.064684544978212
GUNKUL,±1.9%,5,4,--,2_Days_Down,Trend,🟢 UP,50%,53/104 (3715),0.0836010065073596
GUNKUL,±1.9%,5,4,+++,3_Days_Up,Trend,🔴 DOWN,56%,13/23 (3715),-0.3350396689173772
GUNKUL,±1.9%,5,4,++-,3D_Reversal_Down,Reversal,🟢 UP,66%,10/15 (3715),0.4120944818408708
GUNKUL,±1.9%,5,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,58%,10/17 (3715),0.1707980575582102
GUNKUL,±1.9%,5,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,69%,9/13 (3715),-1.4650883134285904
GUNKUL,±1.9%,5,4,-++,3D_Reversal_Up,Reversal,🟢 UP,60%,9/15 (3715),1.0878009725311275
GUNKUL,±1.9%,5,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,53%,8/15 (3715),1.0601743736261295
GUNKUL,±1.9%,5,4,--+,3D_Reversal_Up,Reversal,🟢 UP,60%,15/25 (3715),0.1600249516414651
GUNKUL,±1.9%,5,4,---,3_Days_Down,Trend,🟢 UP,66%,20/30 (3715),1.8192691274932675
GUNKUL,±1.9%,5,4,++++,4_Days_Up,Trend,🟢 UP,50%,2/4 (3715),0.3211311840014286
GUNKUL,±1.9%,5,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,87%,7/8 (3715),1.5849653475041106
GUNKUL,±1.9%,5,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,60%,3/5 (3715),0.1970435376220972
GUNKUL,±1.9%,5,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,80%,4/5 (3715),-3.544565107760374
GUNKUL,±1.9%,5,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,50%,1/2 (3715),1.2454195824090055
GUNKUL,±1.9%,5,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,75%,3/4 (3715),4.871335210847544
GUNKUL,±1.9%,5,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,50%,1/2 (3715),0.2063185810884216
GUNKUL,±1.9%,5,4,+---,4D_Reversal_Down,Reversal,🟢 UP,66%,4/6 (3715),0.8448387900704494
GUNKUL,±1.9%,5,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,80%,4/5 (3715),-0.4023253068534504
GUNKUL,±1.9%,5,4,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,100%,1/1 (3715),-4.861110282291636
GUNKUL,±1.9%,5,4,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,100%,4/4 (3715),-1.5568150690955795
GUNKUL,±1.9%,5,4,-+--,4D_Mixed_-+--,Mixed,🔴 DOWN,100%,2/2 (3715),-0.4637683130620444
GUNKUL,±1.9%,5,4,--++,4D_Reversal_Up,Reversal,🟢 UP,100%,4/4 (3715),2.209778037071813
GUNKUL,±1.9%,5,4,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,66%,2/3 (3715),-0.1200632500395176
GUNKUL,±1.9%,5,4,---+,4D_Reversal_Up,Reversal,🟢 UP,58%,7/12 (3715),0.5251752673655158
GUNKUL,±1.9%,5,4,----,4_Days_Down,Trend,🟢 UP,100%,6/6 (3715),4.942387211309215
GUNKUL,±1.9%,5,4,+++++,Streak_Up_5,Breakout,🔴 DOWN,100%,1/1 (3715),-2.8301885396937454
HANA,±2.4%,4,4,+,1_Days_Up,Trend,🔴 DOWN,59%,329/550 (5000),-0.2011403616254466
HANA,±2.4%,4,4,-,1_Days_Down,Trend,🟢 UP,53%,273/506 (5000),0.0148412309390987
HANA,±2.4%,4,4,++,2_Days_Up,Trend,🔴 DOWN,58%,47/80 (5000),-0.1921798223237281
HANA,±2.4%,4,4,+-,2D_Reversal_Down,Reversal,🔴 DOWN,54%,52/95 (5000),-0.180222840034324
HANA,±2.4%,4,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,55%,53/95 (5000),-0.0710540270456056
HANA,±2.4%,4,4,--,2_Days_Down,Trend,🟢 UP,56%,55/98 (5000),0.2358447768537527
HANA,±2.4%,4,4,+++,3_Days_Up,Trend,🔴 DOWN,66%,8/12 (5000),-0.4212494057049439
HANA,±2.4%,4,4,++-,3D_Reversal_Down,Reversal,🔴 DOWN,70%,12/17 (5000),-0.9051368505658828
HANA,±2.4%,4,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,64%,9/14 (5000),-0.5078981101936798
HANA,±2.4%,4,4,+--,3D_Reversal_Down,Reversal,🟢 UP,61%,13/21 (5000),1.1266251162992675
HANA,±2.4%,4,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,57%,11/19 (5000),-0.3906006227277522
HANA,±2.4%,4,4,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,53%,7/13 (5000),-0.483220286488355
HANA,±2.4%,4,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,68%,15/22 (5000),-0.9770528546058314
HANA,±2.4%,4,4,---,3_Days_Down,Trend,🟢 UP,60%,12/20 (5000),0.7316810408058124
HANA,±2.4%,4,4,++++,4_Days_Up,Trend,🟢 UP,50%,1/2 (5000),-0.0515995872032992
HANA,±2.4%,4,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (5000),-0.3869367181375094
HANA,±2.4%,4,4,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,100%,1/1 (5000),-2.479338842975209
HANA,±2.4%,4,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,60%,3/5 (5000),-0.7370493106026572
HANA,±2.4%,4,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,66%,2/3 (5000),1.34955182958979
HANA,±2.4%,4,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (5000),-0.3640603174253992
HANA,±2.4%,4,4,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,62%,5/8 (5000),-1.124275948515991
HANA,±2.4%,4,4,+---,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (5000),0.0236406619385324
HANA,±2.4%,4,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,66%,2/3 (5000),-0.4597423232358122
HANA,±2.4%,4,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,50%,1/2 (5000),0.1358154782812337
HANA,±2.4%,4,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,50%,2/4 (5000),0.9476609182994812
HANA,±2.4%,4,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,100%,2/2 (5000),-1.759823111497753
HANA,±2.4%,4,4,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,66%,4/6 (5000),-0.3600427991328717
HANA,±2.4%,4,4,---+,4D_Reversal_Up,Reversal,🟢 UP,50%,2/4 (5000),-0.8740776550251766
HANA,±2.4%,4,4,----,4_Days_Down,Trend,🟢 UP,100%,3/3 (5000),4.080534825870641
ICHI,±1.8%,5,4,+,1_Days_Up,Trend,🔴 DOWN,60%,256/426 (2861),-0.1068833273544434
ICHI,±1.8%,5,4,-,1_Days_Down,Trend,🟢 UP,53%,208/392 (2861),0.2735225777478083
ICHI,±1.8%,5,4,++,2_Days_Up,Trend,🔴 DOWN,51%,40/78 (2861),0.4385098180866224
ICHI,±1.8%,5,4,+-,2D_Reversal_Down,Reversal,🟢 UP,56%,51/90 (2861),0.6461236761292076
ICHI,±1.8%,5,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,60%,57/94 (2861),-0.0775684804565366
ICHI,±1.8%,5,4,--,2_Days_Down,Trend,🟢 UP,56%,42/74 (2861),0.2935041947306851
ICHI,±1.8%,5,4,+++,3_Days_Up,Trend,🔴 DOWN,57%,11/19 (2861),-0.0134902721989203
ICHI,±1.8%,5,4,++-,3D_Reversal_Down,Reversal,🟢 UP,68%,13/19 (2861),2.080329740879085
ICHI,±1.8%,5,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,67%,19/28 (2861),-0.6088488941720158
ICHI,±1.8%,5,4,+--,3D_Reversal_Down,Reversal,🟢 UP,66%,10/15 (2861),0.7217664812681329
ICHI,±1.8%,5,4,-++,3D_Reversal_Up,Reversal,🟢 UP,52%,10/19 (2861),1.699779058430943
ICHI,±1.8%,5,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,63%,12/19 (2861),0.5834289997721015
ICHI,±1.8%,5,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,55%,10/18 (2861),0.2059619566253359
ICHI,±1.8%,5,4,---,3_Days_Down,Trend,🟢 UP,53%,8/15 (2861),0.6049881169528315
ICHI,±1.8%,5,4,++++,4_Days_Up,Trend,🔴 DOWN,75%,3/4 (2861),-0.7440900883608964
ICHI,±1.8%,5,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,60%,3/5 (2861),0.1300244487809232
ICHI,±1.8%,5,4,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,57%,4/7 (2861),-0.2521738345998238
ICHI,±1.8%,5,4,++--,4D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (2861),0.9396524824591932
ICHI,±1.8%,5,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,60%,3/5 (2861),5.371999609946522
ICHI,±1.8%,5,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,66%,6/9 (2861),1.9978418714817072
ICHI,±1.8%,5,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,60%,3/5 (2861),1.2882482926878058
ICHI,±1.8%,5,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (2861),1.7094017094017144
ICHI,±1.8%,5,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,57%,4/7 (2861),0.2763878764077338
ICHI,±1.8%,5,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,66%,2/3 (2861),1.216276389543721
ICHI,±1.8%,5,4,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,85%,6/7 (2861),-1.4297213290175317
ICHI,±1.8%,5,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,66%,2/3 (2861),0.7956736582369728
ICHI,±1.8%,5,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,66%,4/6 (2861),-0.4280032925951175
ICHI,±1.8%,5,4,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,60%,3/5 (2861),-3.4440571966040374
ICHI,±1.8%,5,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,100%,4/4 (2861),-1.1572770663679732
ICHI,±1.8%,5,4,----,4_Days_Down,Trend,🟢 UP,100%,2/2 (2861),1.9117647058823533
ICHI,±1.8%,5,4,+++++,Streak_Up_5,Breakout,🔴 DOWN,100%,1/1 (2861),-2.222222222222225
JMART,±4.8%,4,4,+,1_Days_Up,Trend,🔴 DOWN,51%,109/213 (4035),0.3829434462679628
JMART,±4.8%,4,4,-,1_Days_Down,Trend,🟢 UP,55%,87/158 (4035),0.2666805389989283
JMART,±4.8%,4,4,++,2_Days_Up,Trend,🟢 UP,63%,12/19 (4035),1.4407155003967815
JMART,±4.8%,4,4,+-,2D_Reversal_Down,Reversal,🔴 DOWN,55%,5/9 (4035),-0.3803470081062163
JMART,±4.8%,4,4,-+,2D_Reversal_Up,Reversal,🟢 UP,52%,10/19 (4035),0.355269545945287
JMART,±4.8%,4,4,--,2_Days_Down,Trend,🟢 UP,62%,10/16 (4035),1.0924463804350792
JMART,±4.8%,4,4,+++,3_Days_Up,Trend,🟢 UP,100%,2/2 (4035),4.022763061189028
JMART,±4.8%,4,4,-++,3D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (4035),-1.226958511875692
JMART,±4.8%,4,4,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,100%,1/1 (4035),-2.8112449799196804
JMART,±4.8%,4,4,--+,3D_Reversal_Up,Reversal,🟢 UP,100%,3/3 (4035),4.551705083506655
JMART,±4.8%,4,4,---,3_Days_Down,Trend,🟢 UP,50%,1/2 (4035),-3.076246978686004
JMART,±4.8%,4,4,++++,4_Days_Up,Trend,🟢 UP,100%,1/1 (4035),1.92307711835098
JMART,±4.8%,4,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,100%,1/1 (4035),-2.857142830203008
JMART,±4.8%,4,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (4035),3.603603603603589
JMT,±4.2%,3,3,+,1_Days_Up,Trend,🟢 UP,52%,99/187 (3199),0.4662883839977412
JMT,±4.2%,3,3,-,1_Days_Down,Trend,🟢 UP,53%,79/149 (3199),0.7355049131894975
JMT,±4.2%,3,3,++,2_Days_Up,Trend,🟢 UP,55%,11/20 (3199),0.1009991442324228
JMT,±4.2%,3,3,+-,2D_Reversal_Down,Reversal,🔴 DOWN,60%,6/10 (3199),0.1723939837950101
JMT,±4.2%,3,3,-+,2D_Reversal_Up,Reversal,🟢 UP,52%,11/21 (3199),-0.2322330031041547
JMT,±4.2%,3,3,--,2_Days_Down,Trend,🟢 UP,66%,12/18 (3199),1.398691359245515
JMT,±4.2%,3,3,+++,3_Days_Up,Trend,🔴 DOWN,100%,1/1 (3199),-2.1897810101177417
JMT,±4.2%,3,3,++-,3D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (3199),4.799999972485325
JMT,±4.2%,3,3,+-+,3D_Mixed_+-+,Mixed,🟢 UP,100%,1/1 (3199),1.1627906976744096
JMT,±4.2%,3,3,+--,3D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (3199),0.5835800436175524
JMT,±4.2%,3,3,-+-,3D_Mixed_-+-,Mixed,🟢 UP,100%,1/1 (3199),1.6129033003671411
JMT,±4.2%,3,3,--+,3D_Reversal_Up,Reversal,🟢 UP,50%,2/4 (3199),-0.3815133111068985
JMT,±4.2%,3,3,---,3_Days_Down,Trend,🟢 UP,100%,1/1 (3199),4.771784232365128
JTS,±7.4%,4,3,+,1_Days_Up,Trend,🔴 DOWN,53%,100/187 (4673),1.2257360762574478
JTS,±7.4%,4,3,-,1_Days_Down,Trend,🔴 DOWN,51%,45/87 (4673),0.0455695017120375
JTS,±7.4%,4,3,++,2_Days_Up,Trend,🟢 UP,53%,17/32 (4673),2.0651046453368918
JTS,±7.4%,4,3,+-,2D_Reversal_Down,Reversal,🔴 DOWN,54%,6/11 (4673),-1.2225988614107572
JTS,±7.4%,4,3,-+,2D_Reversal_Up,Reversal,🟢 UP,50%,5/10 (4673),0.0083330729859786
JTS,±7.4%,4,3,--,2_Days_Down,Trend,🟢 UP,60%,9/15 (4673),4.489646082590752
JTS,±7.4%,4,3,+++,3_Days_Up,Trend,🔴 DOWN,75%,6/8 (4673),-0.1914458384899708
JTS,±7.4%,4,3,++-,3D_Reversal_Down,Reversal,🔴 DOWN,66%,2/3 (4673),-4.094821760960846
JTS,±7.4%,4,3,+-+,3D_Mixed_+-+,Mixed,🟢 UP,100%,1/1 (4673),2.469135802469125
JTS,±7.4%,4,3,+--,3D_Reversal_Down,Reversal,🔴 DOWN,66%,2/3 (4673),-4.0730740088145225
JTS,±7.4%,4,3,-++,3D_Reversal_Up,Reversal,🟢 UP,100%,2/2 (4673),3.436752497537643
JTS,±7.4%,4,3,-+-,3D_Mixed_-+-,Mixed,🟢 UP,100%,1/1 (4673),2.34375
JTS,±7.4%,4,3,--+,3D_Reversal_Up,Reversal,🔴 DOWN,66%,2/3 (4673),0.0533758520283228
JTS,±7.4%,4,3,---,3_Days_Down,Trend,🟢 UP,100%,3/3 (4673),6.8002480123692255
JTS,±7.4%,4,3,++++,4_Days_Up,Trend,🔴 DOWN,100%,1/1 (4673),-5.043859649122807
JTS,±7.4%,4,3,+++-,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (4673),-4.034952947954679
JTS,±7.4%,4,3,++--,4D_Reversal_Down,Reversal,🔴 DOWN,100%,1/1 (4673),-2.197802197802201
JTS,±7.4%,4,3,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (4673),1.4814814814814836
JTS,±7.4%,4,3,--++,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (4673),6.148867313915862
JTS,±7.4%,4,3,--+-,4D_Mixed_--+-,Mixed,🟢 UP,100%,1/1 (4673),4.6875
JTS,±7.4%,4,3,---+,4D_Reversal_Up,Reversal,🔴 DOWN,100%,1/1 (4673),-12.328767123287664
KCE,±4.1%,3,4,+,1_Days_Up,Trend,🔴 DOWN,54%,144/264 (5000),0.0595839544311121
KCE,±4.1%,3,4,-,1_Days_Down,Trend,🟢 UP,50%,95/187 (5000),-0.0945677813645699
KCE,±4.1%,3,4,++,2_Days_Up,Trend,🔴 DOWN,66%,20/30 (5000),-0.8561611687412053
KCE,±4.1%,3,4,+-,2D_Reversal_Down,Reversal,🟢 UP,65%,15/23 (5000),0.3644355256260404
KCE,±4.1%,3,4,-+,2D_Reversal_Up,Reversal,🟢 UP,66%,12/18 (5000),-0.373207931708619
KCE,±4.1%,3,4,--,2_Days_Down,Trend,🟢 UP,50%,11/22 (5000),-0.12460461577004
KCE,±4.1%,3,4,+++,3_Days_Up,Trend,🔴 DOWN,100%,1/1 (5000),-1.5873015873015928
KCE,±4.1%,3,4,++-,3D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (5000),2.9910714285714346
KCE,±4.1%,3,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,66%,2/3 (5000),-1.69036095987094
KCE,±4.1%,3,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,100%,2/2 (5000),-7.516339869281047
KCE,±4.1%,3,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,100%,1/1 (5000),-0.5555555555555647
KCE,±4.1%,3,4,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,66%,2/3 (5000),-0.7092587211313635
KCE,±4.1%,3,4,--+,3D_Reversal_Up,Reversal,🟢 UP,100%,4/4 (5000),1.4050575414211806
KCE,±4.1%,3,4,---,3_Days_Down,Trend,🟢 UP,80%,4/5 (5000),2.115272340012904
KCE,±4.1%,3,4,+---,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (5000),-0.8057935536515737
KCE,±4.1%,3,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (5000),0.8771929824561431
KCE,±4.1%,3,4,---+,4D_Reversal_Up,Reversal,🟢 UP,100%,3/3 (5000),2.584889857617134
KCE,±4.1%,3,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (5000),0.8403361344537785
KKP,±1.5%,5,5,+,1_Days_Up,Trend,🔴 DOWN,51%,356/686 (5000),0.139214261026954
KKP,±1.5%,5,5,-,1_Days_Down,Trend,🟢 UP,58%,366/624 (5000),0.152785118458842
KKP,±1.5%,5,5,++,2_Days_Up,Trend,🔴 DOWN,53%,70/130 (5000),0.1114657881212821
KKP,±1.5%,5,5,+-,2D_Reversal_Down,Reversal,🟢 UP,57%,70/121 (5000),0.1402903456086721
KKP,±1.5%,5,5,-+,2D_Reversal_Up,Reversal,🟢 UP,55%,76/138 (5000),0.2818482494930172
KKP,±1.5%,5,5,--,2_Days_Down,Trend,🟢 UP,66%,74/112 (5000),0.3888650296784813
KKP,±1.5%,5,5,+++,3_Days_Up,Trend,🟢 UP,50%,15/30 (5000),0.1890101886895704
KKP,±1.5%,5,5,++-,3D_Reversal_Down,Reversal,🟢 UP,63%,19/30 (5000),0.3282872359709679
KKP,±1.5%,5,5,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,54%,12/22 (5000),0.2703223765687449
KKP,±1.5%,5,5,+--,3D_Reversal_Down,Reversal,🟢 UP,65%,15/23 (5000),0.2406010518146645
KKP,±1.5%,5,5,-++,3D_Reversal_Up,Reversal,🔴 DOWN,56%,17/30 (5000),-0.0791021563638323
KKP,±1.5%,5,5,-+-,3D_Mixed_-+-,Mixed,🟢 UP,79%,19/24 (5000),1.0451497449222933
KKP,±1.5%,5,5,--+,3D_Reversal_Up,Reversal,🟢 UP,61%,24/39 (5000),0.4157683241263463
KKP,±1.5%,5,5,---,3_Days_Down,Trend,🟢 UP,72%,16/22 (5000),1.1920934684004738
KKP,±1.5%,5,5,++++,4_Days_Up,Trend,🔴 DOWN,57%,4/7 (5000),-0.7077844189494142
KKP,±1.5%,5,5,+++-,4D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (5000),0.3762531328320784
KKP,±1.5%,5,5,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,80%,4/5 (5000),-0.6460528765688129
KKP,±1.5%,5,5,++--,4D_Reversal_Down,Reversal,🟢 UP,50%,3/6 (5000),-0.6755590242183824
KKP,±1.5%,5,5,+-++,4D_Mixed_+-++,Mixed,🟢 UP,80%,4/5 (5000),4.055747768821001
KKP,±1.5%,5,5,+-+-,4D_Reversal_Down,Reversal,🟢 UP,100%,5/5 (5000),1.5435185351813407
KKP,±1.5%,5,5,+--+,4D_Mixed_+--+,Mixed,🟢 UP,60%,6/10 (5000),0.7073127094176856
KKP,±1.5%,5,5,+---,4D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (5000),0.0982460643211891
KKP,±1.5%,5,5,-+++,4D_Reversal_Up,Reversal,🟢 UP,57%,4/7 (5000),0.5742957167476206
KKP,±1.5%,5,5,-++-,4D_Mixed_-++-,Mixed,🟢 UP,55%,5/9 (5000),-0.4954994883877905
KKP,±1.5%,5,5,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,66%,6/9 (5000),0.0399628013572117
KKP,±1.5%,5,5,-+--,4D_Mixed_-+--,Mixed,🟢 UP,50%,1/2 (5000),0.1428009220216982
KKP,±1.5%,5,5,--++,4D_Reversal_Up,Reversal,🔴 DOWN,54%,6/11 (5000),-0.3572552491595988
KKP,±1.5%,5,5,--+-,4D_Mixed_--+-,Mixed,🟢 UP,85%,6/7 (5000),1.3761048747483264
KKP,±1.5%,5,5,---+,4D_Reversal_Up,Reversal,🔴 DOWN,75%,6/8 (5000),-1.7512572272126548
KKP,±1.5%,5,5,----,4_Days_Down,Trend,🟢 UP,75%,3/4 (5000),2.8114233419465977
KKP,±1.5%,5,5,+++++,Streak_Up_5,Breakout,🔴 DOWN,100%,2/2 (5000),-5.48711502199874
KKP,±1.5%,5,5,-----,Streak_Down_5,Breakout,🟢 UP,100%,1/1 (5000),4.069767441860472
KTB,±2.0%,6,4,+,1_Days_Up,Trend,🔴 DOWN,51%,246/478 (5000),0.1815475348968388
KTB,±2.0%,6,4,-,1_Days_Down,Trend,🟢 UP,50%,211/418 (5000),-0.121032026573068
KTB,±2.0%,6,4,++,2_Days_Up,Trend,🟢 UP,53%,43/81 (5000),0.3935591718041179
KTB,±2.0%,6,4,+-,2D_Reversal_Down,Reversal,🔴 DOWN,54%,32/59 (5000),-0.0288224783558918
KTB,±2.0%,6,4,-+,2D_Reversal_Up,Reversal,🟢 UP,52%,38/72 (5000),-0.0414198797055114
KTB,±2.0%,6,4,--,2_Days_Down,Trend,🟢 UP,50%,43/85 (5000),0.0393326574639463
KTB,±2.0%,6,4,+++,3_Days_Up,Trend,🟢 UP,61%,13/21 (5000),0.6681693652604666
KTB,±2.0%,6,4,++-,3D_Reversal_Down,Reversal,🔴 DOWN,58%,7/12 (5000),-0.0584017565402317
KTB,±2.0%,6,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,62%,5/8 (5000),0.2373225274590792
KTB,±2.0%,6,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,57%,8/14 (5000),-0.0106803879659755
KTB,±2.0%,6,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,60%,6/10 (5000),-0.9447005579613056
KTB,±2.0%,6,4,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,58%,7/12 (5000),0.1989604881431894
KTB,±2.0%,6,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,60%,12/20 (5000),-0.5685892016682279
KTB,±2.0%,6,4,---,3_Days_Down,Trend,🟢 UP,75%,12/16 (5000),1.4688133680673838
KTB,±2.0%,6,4,++++,4_Days_Up,Trend,🔴 DOWN,62%,5/8 (5000),-0.4951502012830645
KTB,±2.0%,6,4,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,66%,4/6 (5000),-0.2155617787818605
KTB,±2.0%,6,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,50%,1/2 (5000),-2.5153790736617108
KTB,±2.0%,6,4,++--,4D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (5000),1.0262702430868722
KTB,±2.0%,6,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,100%,1/1 (5000),-9.259259164483602
KTB,±2.0%,6,4,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,100%,1/1 (5000),-6.87022895250734
KTB,±2.0%,6,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,66%,2/3 (5000),0.2192603105848206
KTB,±2.0%,6,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (5000),3.5092237034621165
KTB,±2.0%,6,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,100%,2/2 (5000),1.9104343729195337
KTB,±2.0%,6,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,0%,0/0 (5000),0.0
KTB,±2.0%,6,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (5000),2.436126046936388
KTB,±2.0%,6,4,-+--,4D_Mixed_-+--,Mixed,🔴 DOWN,66%,2/3 (5000),0.4971308714248852
KTB,±2.0%,6,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,100%,2/2 (5000),-0.9453482072960816
KTB,±2.0%,6,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,62%,5/8 (5000),2.1186025356153646
KTB,±2.0%,6,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,71%,5/7 (5000),-0.9501664410481016
KTB,±2.0%,6,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (5000),9.659090775261925
KTB,±2.0%,6,4,+++++,Streak_Up_5,Breakout,🔴 DOWN,66%,2/3 (5000),-2.417998728595043
KTB,±2.0%,6,4,++++++,Streak_Up_6,Breakout,🔴 DOWN,100%,1/1 (5000),-6.993007066819034
LANNA,±0.7%,7,10,+,1_Days_Up,Trend,🔴 DOWN,56%,697/1233 (5000),0.1087720054237855
LANNA,±0.7%,7,10,-,1_Days_Down,Trend,🟢 UP,51%,672/1307 (5000),0.0409978420095337
LANNA,±0.7%,7,10,++,2_Days_Up,Trend,🔴 DOWN,58%,230/393 (5000),0.045371612121273
LANNA,±0.7%,7,10,+-,2D_Reversal_Down,Reversal,🟢 UP,54%,264/488 (5000),0.2551333759635328
LANNA,±0.7%,7,10,-+,2D_Reversal_Up,Reversal,🔴 DOWN,55%,269/482 (5000),0.0402565009008761
LANNA,±0.7%,7,10,--,2_Days_Down,Trend,🔴 DOWN,51%,232/452 (5000),-0.096616932396954
LANNA,±0.7%,7,10,+++,3_Days_Up,Trend,🔴 DOWN,57%,67/117 (5000),0.0651792187700412
LANNA,±0.7%,7,10,++-,3D_Reversal_Down,Reversal,🟢 UP,54%,93/172 (5000),0.3684147348269888
LANNA,±0.7%,7,10,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,51%,98/192 (5000),0.1587499671226495
LANNA,±0.7%,7,10,+--,3D_Reversal_Down,Reversal,🟢 UP,52%,85/162 (5000),0.0225625647207537
LANNA,±0.7%,7,10,-++,3D_Reversal_Up,Reversal,🔴 DOWN,59%,99/167 (5000),-0.0824167412318094
LANNA,±0.7%,7,10,-+-,3D_Mixed_-+-,Mixed,🟢 UP,51%,101/196 (5000),0.2492627630398116
LANNA,±0.7%,7,10,--+,3D_Reversal_Up,Reversal,🔴 DOWN,55%,92/166 (5000),0.0482995629155125
