Symbol,Threshold,Max_Streak_Pos,Max_Streak_Neg,Pattern,Pattern_Name,Category,Chance,Prob,Stats,avg_return
ADVANC,±1.5%,4,6,+,1_Days_Up,Trend,🔴 DOWN,53%,353/664 (5000),-0.0269621751900712
ADVANC,±1.5%,4,6,-,1_Days_Down,Trend,🟢 UP,58%,358/610 (5000),0.2452482170515768
ADVANC,±1.5%,4,6,++,2_Days_Up,Trend,🔴 DOWN,59%,74/124 (5000),-0.1936614460884779
ADVANC,±1.5%,4,6,+-,2D_Reversal_Down,Reversal,🔴 DOWN,53%,68/128 (5000),0.0316717085068417
ADVANC,±1.5%,4,6,-+,2D_Reversal_Up,Reversal,🔴 DOWN,52%,73/138 (5000),-0.2351303028676815
ADVANC,±1.5%,4,6,--,2_Days_Down,Trend,🟢 UP,66%,68/103 (5000),0.1835662572175599
ADVANC,±1.5%,4,6,+++,3_Days_Up,Trend,🔴 DOWN,77%,17/22 (5000),-1.0938322226898376
ADVANC,±1.5%,4,6,++-,3D_Reversal_Down,Reversal,🔴 DOWN,60%,17/28 (5000),-0.1367795406733142
ADVANC,±1.5%,4,6,+-+,3D_Mixed_+-+,Mixed,🟢 UP,53%,15/28 (5000),-0.187179934444439
ADVANC,±1.5%,4,6,+--,3D_Reversal_Down,Reversal,🔴 DOWN,54%,13/24 (5000),-0.5562085867980097
ADVANC,±1.5%,4,6,-++,3D_Reversal_Up,Reversal,🔴 DOWN,55%,11/20 (5000),0.1992767373967217
ADVANC,±1.5%,4,6,-+-,3D_Mixed_-+-,Mixed,🟢 UP,54%,19/35 (5000),-0.1430415995436429
ADVANC,±1.5%,4,6,--+,3D_Reversal_Up,Reversal,🔴 DOWN,55%,19/34 (5000),-0.3945045819148017
ADVANC,±1.5%,4,6,---,3_Days_Down,Trend,🟢 UP,68%,15/22 (5000),-0.5548951905241568
ADVANC,±1.5%,4,6,++++,4_Days_Up,Trend,🔴 DOWN,100%,1/1 (5000),-1.1428571428571457
ADVANC,±1.5%,4,6,+++-,4D_Reversal_Down,Reversal,🟢 UP,50%,4/8 (5000),0.6617199006679304
ADVANC,±1.5%,4,6,++-+,4D_Mixed_++-+,Mixed,🟢 UP,50%,2/4 (5000),-0.3356604451612233
ADVANC,±1.5%,4,6,++--,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (5000),-0.7291666666666669
ADVANC,±1.5%,4,6,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,66%,2/3 (5000),-0.1493243989231174
ADVANC,±1.5%,4,6,+-+-,4D_Reversal_Down,Reversal,🟢 UP,66%,4/6 (5000),-0.1865790492226285
ADVANC,±1.5%,4,6,+--+,4D_Mixed_+--+,Mixed,🟢 UP,60%,3/5 (5000),-0.5490668155266021
ADVANC,±1.5%,4,6,+---,4D_Reversal_Down,Reversal,🟢 UP,66%,4/6 (5000),-2.3705181225045906
ADVANC,±1.5%,4,6,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,100%,3/3 (5000),-1.241023625805778
ADVANC,±1.5%,4,6,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,75%,3/4 (5000),-0.5139736855488602
ADVANC,±1.5%,4,6,-+-+,4D_Reversal_Up,Reversal,🟢 UP,50%,4/8 (5000),-0.7506270591873323
ADVANC,±1.5%,4,6,-+--,4D_Mixed_-+--,Mixed,🟢 UP,70%,7/10 (5000),0.0146441964112686
ADVANC,±1.5%,4,6,--++,4D_Reversal_Up,Reversal,🟢 UP,75%,3/4 (5000),0.8044250445227136
ADVANC,±1.5%,4,6,--+-,4D_Mixed_--+-,Mixed,🟢 UP,58%,7/12 (5000),0.0822919720228909
ADVANC,±1.5%,4,6,---+,4D_Reversal_Up,Reversal,🔴 DOWN,57%,4/7 (5000),-0.2323456972936725
ADVANC,±1.5%,4,6,----,4_Days_Down,Trend,🔴 DOWN,57%,4/7 (5000),-1.346347131241348
ADVANC,±1.5%,4,6,-----,Streak_Down_5,Breakout,🟢 UP,75%,3/4 (5000),0.6050353938264363
ADVANC,±1.5%,4,6,------,Streak_Down_6,Breakout,🟢 UP,100%,1/1 (5000),1.2448132780082943
AOT,±2.2%,4,6,+,1_Days_Up,Trend,🟢 UP,50%,213/426 (5000),0.2025805118239745
AOT,±2.2%,4,6,-,1_Days_Down,Trend,🟢 UP,59%,225/376 (5000),0.1617323339066929
AOT,±2.2%,4,6,++,2_Days_Up,Trend,🔴 DOWN,60%,42/69 (5000),-0.2136656960549118
AOT,±2.2%,4,6,+-,2D_Reversal_Down,Reversal,🟢 UP,53%,30/56 (5000),0.1043510134175291
AOT,±2.2%,4,6,-+,2D_Reversal_Up,Reversal,🔴 DOWN,50%,37/73 (5000),-0.2167275787647593
AOT,±2.2%,4,6,--,2_Days_Down,Trend,🟢 UP,66%,40/60 (5000),0.3972250040375928
AOT,±2.2%,4,6,+++,3_Days_Up,Trend,🔴 DOWN,66%,6/9 (5000),-0.7342156067958244
AOT,±2.2%,4,6,++-,3D_Reversal_Down,Reversal,🟢 UP,53%,8/15 (5000),0.3825522821600938
AOT,±2.2%,4,6,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,77%,7/9 (5000),-0.4878602503720686
AOT,±2.2%,4,6,+--,3D_Reversal_Down,Reversal,🔴 DOWN,55%,5/9 (5000),-0.7710401056628013
AOT,±2.2%,4,6,-++,3D_Reversal_Up,Reversal,🔴 DOWN,80%,8/10 (5000),-1.7845561460858292
AOT,±2.2%,4,6,-+-,3D_Mixed_-+-,Mixed,🟢 UP,53%,8/15 (5000),-0.0213093849677471
AOT,±2.2%,4,6,--+,3D_Reversal_Up,Reversal,🟢 UP,65%,13/20 (5000),1.1881990818162187
AOT,±2.2%,4,6,---,3_Days_Down,Trend,🔴 DOWN,55%,5/9 (5000),-0.512210265566515
AOT,±2.2%,4,6,++++,4_Days_Up,Trend,🔴 DOWN,100%,1/1 (5000),-3.663003663003661
AOT,±2.2%,4,6,+++-,4D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (5000),0.8405660267326032
AOT,±2.2%,4,6,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,60%,3/5 (5000),0.3945593419621774
AOT,±2.2%,4,6,++--,4D_Reversal_Down,Reversal,🔴 DOWN,66%,2/3 (5000),-0.493194964404368
AOT,±2.2%,4,6,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,100%,1/1 (5000),-13.20754716981133
AOT,±2.2%,4,6,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,66%,2/3 (5000),-0.3606455162295926
AOT,±2.2%,4,6,+--+,4D_Mixed_+--+,Mixed,🟢 UP,100%,2/2 (5000),2.468931234465621
AOT,±2.2%,4,6,+---,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (5000),5.448942598187312
AOT,±2.2%,4,6,-+++,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (5000),-1.5048776587238075
AOT,±2.2%,4,6,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,66%,2/3 (5000),0.3141603444192897
AOT,±2.2%,4,6,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,100%,1/1 (5000),-0.7692307692307665
AOT,±2.2%,4,6,-+--,4D_Mixed_-+--,Mixed,🟢 UP,50%,1/2 (5000),-2.498884426595266
AOT,±2.2%,4,6,--++,4D_Reversal_Up,Reversal,🔴 DOWN,66%,4/6 (5000),0.3650742994335024
AOT,±2.2%,4,6,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,100%,1/1 (5000),-0.6172839506172867
AOT,±2.2%,4,6,---+,4D_Reversal_Up,Reversal,🟢 UP,66%,2/3 (5000),2.509327805169858
AOT,±2.2%,4,6,----,4_Days_Down,Trend,🔴 DOWN,66%,2/3 (5000),-2.303058872826317
AOT,±2.2%,4,6,-----,Streak_Down_5,Breakout,🟢 UP,50%,1/2 (5000),0.0337837837837806
AOT,±2.2%,4,6,------,Streak_Down_6,Breakout,🟢 UP,100%,1/1 (5000),7.567567567567557
AWC,±2.3%,4,4,+,1_Days_Up,Trend,🔴 DOWN,58%,95/163 (1524),-0.0525543370954184
AWC,±2.3%,4,4,-,1_Days_Down,Trend,🟢 UP,57%,94/164 (1524),0.3506048445376642
AWC,±2.3%,4,4,++,2_Days_Up,Trend,🔴 DOWN,64%,16/25 (1524),-0.1245114035174232
AWC,±2.3%,4,4,+-,2D_Reversal_Down,Reversal,🟢 UP,59%,19/32 (1524),0.6995076812362333
AWC,±2.3%,4,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,56%,21/37 (1524),-0.4639309667770039
AWC,±2.3%,4,4,--,2_Days_Down,Trend,🟢 UP,69%,16/23 (1524),0.3048875386737926
AWC,±2.3%,4,4,+++,3_Days_Up,Trend,🔴 DOWN,75%,3/4 (1524),-0.2008446396803065
AWC,±2.3%,4,4,++-,3D_Reversal_Down,Reversal,🟢 UP,57%,4/7 (1524),0.419910853814368
AWC,±2.3%,4,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,62%,5/8 (1524),0.5478784237951628
AWC,±2.3%,4,4,+--,3D_Reversal_Down,Reversal,🟢 UP,75%,3/4 (1524),0.3776431482890086
AWC,±2.3%,4,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,80%,4/5 (1524),-1.1875327954873418
AWC,±2.3%,4,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,57%,4/7 (1524),0.4863082922203499
AWC,±2.3%,4,4,--+,3D_Reversal_Up,Reversal,🟢 UP,66%,2/3 (1524),-0.6381803850158259
AWC,±2.3%,4,4,---,3_Days_Down,Trend,🟢 UP,75%,3/4 (1524),0.9370741775805076
AWC,±2.3%,4,4,++++,4_Days_Up,Trend,🔴 DOWN,100%,1/1 (1524),-0.4237288135593098
AWC,±2.3%,4,4,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,100%,1/1 (1524),-0.961538461538458
AWC,±2.3%,4,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,100%,1/1 (1524),3.3057851239669533
AWC,±2.3%,4,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,100%,2/2 (1524),-2.159779614325068
AWC,±2.3%,4,4,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,100%,2/2 (1524),-1.9129603060736464
AWC,±2.3%,4,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,100%,1/1 (1524),1.2987012987013102
AWC,±2.3%,4,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (1524),1.7777777777777892
AWC,±2.3%,4,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,100%,2/2 (1524),1.264124293785307
AWC,±2.3%,4,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (1524),1.831168831168828
AWC,±2.3%,4,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,50%,1/2 (1524),-0.5479179119346478
AWC,±2.3%,4,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,100%,1/1 (1524),2.6666666666666616
AWC,±2.3%,4,4,---+,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (1524),0.6329113924050667
AWC,±2.3%,4,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (1524),2.5974025974025983
BANPU,±2.1%,7,4,+,1_Days_Up,Trend,🟢 UP,50%,316/629 (5000),0.2076014830676687
BANPU,±2.1%,7,4,-,1_Days_Down,Trend,🟢 UP,50%,286/562 (5000),-0.1258734661958132
BANPU,±2.1%,7,4,++,2_Days_Up,Trend,🔴 DOWN,55%,71/128 (5000),-0.0205682753453021
BANPU,±2.1%,7,4,+-,2D_Reversal_Down,Reversal,🟢 UP,56%,59/104 (5000),0.5487497252871999
BANPU,±2.1%,7,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,54%,49/90 (5000),-0.1523433843951245
BANPU,±2.1%,7,4,--,2_Days_Down,Trend,🟢 UP,60%,60/100 (5000),0.1019081397783039
BANPU,±2.1%,7,4,+++,3_Days_Up,Trend,🟢 UP,53%,14/26 (5000),0.0013191577623891
BANPU,±2.1%,7,4,++-,3D_Reversal_Down,Reversal,🟢 UP,57%,19/33 (5000),0.1127522234206825
BANPU,±2.1%,7,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,66%,14/21 (5000),0.1289365449685916
BANPU,±2.1%,7,4,+--,3D_Reversal_Down,Reversal,🟢 UP,73%,11/15 (5000),1.092189973129194
BANPU,±2.1%,7,4,-++,3D_Reversal_Up,Reversal,🟢 UP,58%,10/17 (5000),0.8810624650367437
BANPU,±2.1%,7,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,75%,12/16 (5000),1.1951337213991802
BANPU,±2.1%,7,4,--+,3D_Reversal_Up,Reversal,🟢 UP,56%,14/25 (5000),-0.6238606688995727
BANPU,±2.1%,7,4,---,3_Days_Down,Trend,🟢 UP,72%,16/22 (5000),0.5858376712801552
BANPU,±2.1%,7,4,++++,4_Days_Up,Trend,🟢 UP,57%,4/7 (5000),0.5128063577148377
BANPU,±2.1%,7,4,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,57%,4/7 (5000),0.0815397142055933
BANPU,±2.1%,7,4,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,100%,7/7 (5000),-1.7043625726685274
BANPU,±2.1%,7,4,++--,4D_Reversal_Down,Reversal,🟢 UP,77%,7/9 (5000),1.1334308710509688
BANPU,±2.1%,7,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,60%,3/5 (5000),1.6104391666724522
BANPU,±2.1%,7,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,75%,3/4 (5000),0.3181326062927037
BANPU,±2.1%,7,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,80%,4/5 (5000),0.649858881276888
BANPU,±2.1%,7,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (5000),1.2277332126318394
BANPU,±2.1%,7,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,100%,6/6 (5000),2.209457173484608
BANPU,±2.1%,7,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,60%,3/5 (5000),0.3754991548145825
BANPU,±2.1%,7,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,50%,3/6 (5000),1.751429162849653
BANPU,±2.1%,7,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,50%,1/2 (5000),-0.277703575977369
BANPU,±2.1%,7,4,--++,4D_Reversal_Up,Reversal,🟢 UP,75%,3/4 (5000),1.1929773800205543
BANPU,±2.1%,7,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,100%,5/5 (5000),3.499273902533743
BANPU,±2.1%,7,4,---+,4D_Reversal_Up,Reversal,🟢 UP,60%,3/5 (5000),-2.5108511988713538
BANPU,±2.1%,7,4,----,4_Days_Down,Trend,🟢 UP,75%,3/4 (5000),2.1961520102489724
BANPU,±2.1%,7,4,+++++,Streak_Up_5,Breakout,🟢 UP,100%,3/3 (5000),2.531765715638075
BANPU,±2.1%,7,4,++++++,Streak_Up_6,Breakout,🟢 UP,100%,2/2 (5000),2.3413378942157337
BANPU,±2.1%,7,4,+++++++,Streak_Up_7,Breakout,🟢 UP,100%,1/1 (5000),0.9090909331145536
BBL,±1.9%,4,4,+,1_Days_Up,Trend,🟢 UP,52%,220/422 (5000),0.1660438750649874
BBL,±1.9%,4,4,-,1_Days_Down,Trend,🟢 UP,54%,214/395 (5000),0.0447153281825712
BBL,±1.9%,4,4,++,2_Days_Up,Trend,🔴 DOWN,53%,33/62 (5000),-0.0485739670123977
BBL,±1.9%,4,4,+-,2D_Reversal_Down,Reversal,🟢 UP,51%,25/49 (5000),0.0204344429382443
BBL,±1.9%,4,4,-+,2D_Reversal_Up,Reversal,🟢 UP,53%,36/67 (5000),0.3935960540163293
BBL,±1.9%,4,4,--,2_Days_Down,Trend,🟢 UP,63%,40/63 (5000),0.3736735298859329
BBL,±1.9%,4,4,+++,3_Days_Up,Trend,🟢 UP,55%,5/9 (5000),0.1678147579115962
BBL,±1.9%,4,4,++-,3D_Reversal_Down,Reversal,🔴 DOWN,54%,6/11 (5000),-0.5761673640156754
BBL,±1.9%,4,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,63%,7/11 (5000),0.9852155714835534
BBL,±1.9%,4,4,+--,3D_Reversal_Down,Reversal,🟢 UP,66%,6/9 (5000),0.3330804344586395
BBL,±1.9%,4,4,-++,3D_Reversal_Up,Reversal,🟢 UP,62%,10/16 (5000),-0.4685991110099183
BBL,±1.9%,4,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,83%,10/12 (5000),1.7639595024188854
BBL,±1.9%,4,4,--+,3D_Reversal_Up,Reversal,🟢 UP,57%,12/21 (5000),0.7403532816284533
BBL,±1.9%,4,4,---,3_Days_Down,Trend,🟢 UP,91%,11/12 (5000),1.1261791088489312
BBL,±1.9%,4,4,++++,4_Days_Up,Trend,🟢 UP,50%,1/2 (5000),-0.9635525764558062
BBL,±1.9%,4,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (5000),2.6666666666666616
BBL,±1.9%,4,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,50%,1/2 (5000),1.749884241395272
BBL,±1.9%,4,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,100%,2/2 (5000),-3.2832832832832817
BBL,±1.9%,4,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,100%,2/2 (5000),3.249510483356429
BBL,±1.9%,4,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (5000),-0.0446585084892869
BBL,±1.9%,4,4,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,80%,4/5 (5000),-0.5420784189979599
BBL,±1.9%,4,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (5000),1.8466223698781812
BBL,±1.9%,4,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (5000),0.9656862745098028
BBL,±1.9%,4,4,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,100%,4/4 (5000),-3.9992389726432265
BBL,±1.9%,4,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,66%,4/6 (5000),1.2360547760198146
BBL,±1.9%,4,4,--++,4D_Reversal_Up,Reversal,🟢 UP,50%,3/6 (5000),-0.7186700984846274
BBL,±1.9%,4,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,100%,2/2 (5000),4.160373287301756
BBL,±1.9%,4,4,---+,4D_Reversal_Up,Reversal,🟢 UP,66%,2/3 (5000),2.548850030864413
BBL,±1.9%,4,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (5000),1.9073569482288777
BDMS,±2.6%,4,5,+,1_Days_Up,Trend,🔴 DOWN,51%,143/276 (5000),0.0958844188989591
BDMS,±2.6%,4,5,-,1_Days_Down,Trend,🟢 UP,58%,112/193 (5000),0.2493704924122143
BDMS,±2.6%,4,5,++,2_Days_Up,Trend,🟢 UP,52%,20/38 (5000),0.1532479349622597
BDMS,±2.6%,4,5,+-,2D_Reversal_Down,Reversal,🔴 DOWN,52%,12/23 (5000),0.2386450636351875
BDMS,±2.6%,4,5,-+,2D_Reversal_Up,Reversal,🟢 UP,50%,12/24 (5000),-0.1990512173193052
BDMS,±2.6%,4,5,--,2_Days_Down,Trend,🟢 UP,58%,14/24 (5000),-0.1512702872494447
BDMS,±2.6%,4,5,+++,3_Days_Up,Trend,🟢 UP,50%,3/6 (5000),0.580556964232648
BDMS,±2.6%,4,5,++-,3D_Reversal_Down,Reversal,🔴 DOWN,66%,2/3 (5000),-0.0325208637616425
BDMS,±2.6%,4,5,+-+,3D_Mixed_+-+,Mixed,🟢 UP,66%,2/3 (5000),-2.8314254113008324
BDMS,±2.6%,4,5,+--,3D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (5000),1.9710062129543624
BDMS,±2.6%,4,5,-++,3D_Reversal_Up,Reversal,🟢 UP,66%,2/3 (5000),1.1963455257589537
BDMS,±2.6%,4,5,-+-,3D_Mixed_-+-,Mixed,🟢 UP,50%,2/4 (5000),-0.2119045407958886
BDMS,±2.6%,4,5,--+,3D_Reversal_Up,Reversal,🟢 UP,100%,4/4 (5000),1.5796360336828963
BDMS,±2.6%,4,5,---,3_Days_Down,Trend,🟢 UP,50%,3/6 (5000),-0.7760332581361513
BDMS,±2.6%,4,5,++++,4_Days_Up,Trend,🟢 UP,50%,1/2 (5000),-0.5920380872272202
BDMS,±2.6%,4,5,+++-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (5000),1.3333320666666593
BDMS,±2.6%,4,5,+-+-,4D_Reversal_Down,Reversal,🟢 UP,0%,0/0 (5000),0.0
BDMS,±2.6%,4,5,+--+,4D_Mixed_+--+,Mixed,🟢 UP,100%,1/1 (5000),0.9661835748792312
BDMS,±2.6%,4,5,-+++,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (5000),5.704700692085973
BDMS,±2.6%,4,5,--++,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (5000),4.195800182894138
BDMS,±2.6%,4,5,---+,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (5000),2.877701992132975
BDMS,±2.6%,4,5,----,4_Days_Down,Trend,🟢 UP,66%,2/3 (5000),-1.0611729752206478
BDMS,±2.6%,4,5,-----,Streak_Down_5,Breakout,🟢 UP,100%,1/1 (5000),2.5477680392714808
BEM,±1.4%,3,3,+,1_Days_Up,Trend,🔴 DOWN,59%,154/261 (2444),-0.1124867570294342
BEM,±1.4%,3,3,-,1_Days_Down,Trend,🟢 UP,61%,150/243 (2444),0.1734275792595879
BEM,±1.4%,3,3,++,2_Days_Up,Trend,🔴 DOWN,54%,17/31 (2444),-0.0586757165089518
BEM,±1.4%,3,3,+-,2D_Reversal_Down,Reversal,🟢 UP,66%,28/42 (2444),0.2929016001539865
BEM,±1.4%,3,3,-+,2D_Reversal_Up,Reversal,🔴 DOWN,54%,25/46 (2444),0.2605152197866295
BEM,±1.4%,3,3,--,2_Days_Down,Trend,🟢 UP,65%,19/29 (2444),0.3316030133060135
BEM,±1.4%,3,3,+++,3_Days_Up,Trend,🟢 UP,50%,2/4 (2444),-0.8266683017292964
BEM,±1.4%,3,3,++-,3D_Reversal_Down,Reversal,🟢 UP,57%,4/7 (2444),-0.4713737052105968
BEM,±1.4%,3,3,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,60%,6/10 (2444),-0.0906562218727407
BEM,±1.4%,3,3,+--,3D_Reversal_Down,Reversal,🟢 UP,83%,5/6 (2444),1.1985160828670056
BEM,±1.4%,3,3,-++,3D_Reversal_Up,Reversal,🔴 DOWN,57%,4/7 (2444),0.9128308287071422
BEM,±1.4%,3,3,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,57%,4/7 (2444),0.1422185765868688
BEM,±1.4%,3,3,--+,3D_Reversal_Up,Reversal,🟢 UP,85%,6/7 (2444),1.0584636474699365
BEM,±1.4%,3,3,---,3_Days_Down,Trend,🟢 UP,50%,1/2 (2444),-0.1605801605801519
BGRIM,±2.2%,4,4,+,1_Days_Up,Trend,🟢 UP,54%,138/254 (2070),0.3746426866253921
BGRIM,±2.2%,4,4,-,1_Days_Down,Trend,🟢 UP,50%,116/228 (2070),0.0086734021665618
BGRIM,±2.2%,4,4,++,2_Days_Up,Trend,🟢 UP,50%,24/48 (2070),0.2339216160741009
BGRIM,±2.2%,4,4,+-,2D_Reversal_Down,Reversal,🔴 DOWN,53%,16/30 (2070),0.2258331752613624
BGRIM,±2.2%,4,4,-+,2D_Reversal_Up,Reversal,🟢 UP,66%,32/48 (2070),0.6282150839178451
BGRIM,±2.2%,4,4,--,2_Days_Down,Trend,🟢 UP,59%,25/42 (2070),0.5472268561500061
BGRIM,±2.2%,4,4,+++,3_Days_Up,Trend,🟢 UP,54%,6/11 (2070),-0.5891223954055835
BGRIM,±2.2%,4,4,++-,3D_Reversal_Down,Reversal,🟢 UP,50%,4/8 (2070),0.1425857539970626
BGRIM,±2.2%,4,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,57%,4/7 (2070),0.1754497129817345
BGRIM,±2.2%,4,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,57%,4/7 (2070),1.0184064908051595
BGRIM,±2.2%,4,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,63%,7/11 (2070),-0.4343977315364715
BGRIM,±2.2%,4,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,57%,4/7 (2070),0.4362830119794691
BGRIM,±2.2%,4,4,--+,3D_Reversal_Up,Reversal,🟢 UP,64%,9/14 (2070),0.591398075537194
BGRIM,±2.2%,4,4,---,3_Days_Down,Trend,🟢 UP,66%,4/6 (2070),-0.0126380102102863
BGRIM,±2.2%,4,4,++++,4_Days_Up,Trend,🟢 UP,50%,1/2 (2070),-0.1844827586206854
BGRIM,±2.2%,4,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (2070),0.1093588120179622
BGRIM,±2.2%,4,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,66%,2/3 (2070),-0.1882734834652066
BGRIM,±2.2%,4,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,66%,2/3 (2070),1.95982324708216
BGRIM,±2.2%,4,4,+-++,4D_Mixed_+-++,Mixed,🟢 UP,100%,2/2 (2070),1.5531542249099437
BGRIM,±2.2%,4,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (2070),1.3257026948710504
BGRIM,±2.2%,4,4,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,100%,2/2 (2070),-3.237179487179487
BGRIM,±2.2%,4,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (2070),1.640855457227136
BGRIM,±2.2%,4,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,100%,2/2 (2070),5.288525907082608
BGRIM,±2.2%,4,4,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,100%,2/2 (2070),-1.9813878959694275
BGRIM,±2.2%,4,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,100%,1/1 (2070),3.4482758620689724
BGRIM,±2.2%,4,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,66%,2/3 (2070),-2.1115684183442966
BGRIM,±2.2%,4,4,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,66%,2/3 (2070),-0.4347826086956441
BGRIM,±2.2%,4,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,66%,2/3 (2070),-0.8247734676802029
BGRIM,±2.2%,4,4,----,4_Days_Down,Trend,🟢 UP,100%,2/2 (2070),5.483787956767882
BH,±3.7%,3,4,+,1_Days_Up,Trend,🔴 DOWN,56%,93/165 (5000),0.121292724321558
BH,±3.7%,3,4,-,1_Days_Down,Trend,🔴 DOWN,55%,59/106 (5000),-0.3420271275395152
BH,±3.7%,3,4,++,2_Days_Up,Trend,🔴 DOWN,55%,10/18 (5000),-0.6312261969733983
BH,±3.7%,3,4,+-,2D_Reversal_Down,Reversal,🟢 UP,63%,7/11 (5000),0.47775051874473
BH,±3.7%,3,4,-+,2D_Reversal_Up,Reversal,🟢 UP,55%,5/9 (5000),0.2683785711071862
BH,±3.7%,3,4,--,2_Days_Down,Trend,🔴 DOWN,62%,10/16 (5000),-1.358939029923267
BH,±3.7%,3,4,+++,3_Days_Up,Trend,🔴 DOWN,100%,2/2 (5000),-2.975503198626928
BH,±3.7%,3,4,++-,3D_Reversal_Down,Reversal,🟢 UP,75%,3/4 (5000),1.9456254239275104
BH,±3.7%,3,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,100%,1/1 (5000),6.198347107438007
BH,±3.7%,3,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,100%,1/1 (5000),-9.090909090909092
