threshold,min_stats,min_prob,avg_rrr,avg_prob,avg_count,num_stocks,stocks,source
0.9,25,50.0,1.2671428571428571,71.0142857142857,280.0,7,"[{'symbol': '1211', 'Prob%': 75.0, 'RR_Ratio': 1.04, 'Count': 683}, {'symbol': '2015', 'Prob%': 74.0, 'RR_Ratio': 1.27, 'Count': 131}, {'symbol': '9868', 'Prob%': 73.6, 'RR_Ratio': 1.22, 'Count': 303}, {'symbol': '9888', 'Prob%': 72.0, 'RR_Ratio': 1.16, 'Count': 125}, {'symbol': '9618', 'Prob%': 70.4, 'RR_Ratio': 1.43, 'Count': 307}, {'symbol': '9988', 'Prob%': 67.9, 'RR_Ratio': 1.72, 'Count': 330}, {'symbol': '9866', 'Prob%': 64.2, 'RR_Ratio': 1.03, 'Count': 81}]",new_test
0.9,25,51.0,1.3985714285714284,70.75714285714284,240.71428571428572,7,"[{'symbol': '1211', 'Prob%': 74.9, 'RR_Ratio': 1.26, 'Count': 506}, {'symbol': '2015', 'Prob%': 74.0, 'RR_Ratio': 1.27, 'Count': 131}, {'symbol': '9868', 'Prob%': 73.3, 'RR_Ratio': 1.76, 'Count': 221}, {'symbol': '9888', 'Prob%': 70.6, 'RR_Ratio': 1.32, 'Count': 109}, {'symbol': '9618', 'Prob%': 70.4, 'RR_Ratio': 1.43, 'Count': 307}, {'symbol': '9988', 'Prob%': 67.9, 'RR_Ratio': 1.72, 'Count': 330}, {'symbol': '9866', 'Prob%': 64.2, 'RR_Ratio': 1.03, 'Count': 81}]",new_test
0.9,30,50.0,1.27,70.94285714285714,274.42857142857144,7,"[{'symbol': '1211', 'Prob%': 75.2, 'RR_Ratio': 1.01, 'Count': 654}, {'symbol': '2015', 'Prob%': 74.0, 'RR_Ratio': 1.27, 'Count': 131}, {'symbol': '9868', 'Prob%': 73.6, 'RR_Ratio': 1.22, 'Count': 303}, {'symbol': '9888', 'Prob%': 72.0, 'RR_Ratio': 1.16, 'Count': 125}, {'symbol': '9618', 'Prob%': 70.4, 'RR_Ratio': 1.42, 'Count': 304}, {'symbol': '9988', 'Prob%': 67.2, 'RR_Ratio': 1.78, 'Count': 323}, {'symbol': '9866', 'Prob%': 64.2, 'RR_Ratio': 1.03, 'Count': 81}]",new_test
0.9,30,51.0,1.4,70.71428571428571,235.14285714285714,7,"[{'symbol': '1211', 'Prob%': 75.3, 'RR_Ratio': 1.22, 'Count': 477}, {'symbol': '2015', 'Prob%': 74.0, 'RR_Ratio': 1.27, 'Count': 131}, {'symbol': '9868', 'Prob%': 73.3, 'RR_Ratio': 1.76, 'Count': 221}, {'symbol': '9888', 'Prob%': 70.6, 'RR_Ratio': 1.32, 'Count': 109}, {'symbol': '9618', 'Prob%': 70.4, 'RR_Ratio': 1.42, 'Count': 304}, {'symbol': '9988', 'Prob%': 67.2, 'RR_Ratio': 1.78, 'Count': 323}, {'symbol': '9866', 'Prob%': 64.2, 'RR_Ratio': 1.03, 'Count': 81}]",new_test
0.95,25,50.0,1.3050000000000002,71.025,306.5,4,"[{'symbol': '9868', 'Prob%': 76.8, 'RR_Ratio': 1.3, 'Count': 280}, {'symbol': '2015', 'Prob%': 72.0, 'RR_Ratio': 1.18, 'Count': 118}, {'symbol': '9618', 'Prob%': 68.2, 'RR_Ratio': 1.01, 'Count': 491}, {'symbol': '9988', 'Prob%': 67.1, 'RR_Ratio': 1.73, 'Count': 337}]",new_test
0.95,25,51.0,1.392,72.35999999999999,289.6,5,"[{'symbol': '9868', 'Prob%': 76.8, 'RR_Ratio': 1.3, 'Count': 280}, {'symbol': '1211', 'Prob%': 75.6, 'RR_Ratio': 1.21, 'Count': 427}, {'symbol': '2015', 'Prob%': 72.0, 'RR_Ratio': 1.18, 'Count': 118}, {'symbol': '9618', 'Prob%': 70.3, 'RR_Ratio': 1.54, 'Count': 286}, {'symbol': '9988', 'Prob%': 67.1, 'RR_Ratio': 1.73, 'Count': 337}]",new_test
0.95,30,50.0,1.315,71.04999999999998,304.25,4,"[{'symbol': '9868', 'Prob%': 76.8, 'RR_Ratio': 1.3, 'Count': 280}, {'symbol': '2015', 'Prob%': 72.6, 'RR_Ratio': 1.17, 'Count': 117}, {'symbol': '9618', 'Prob%': 68.2, 'RR_Ratio': 1.01, 'Count': 488}, {'symbol': '9988', 'Prob%': 66.6, 'RR_Ratio': 1.78, 'Count': 332}]",new_test
0.95,30,51.0,1.3980000000000001,72.42,287.6,5,"[{'symbol': '9868', 'Prob%': 76.8, 'RR_Ratio': 1.3, 'Count': 280}, {'symbol': '1211', 'Prob%': 75.8, 'RR_Ratio': 1.21, 'Count': 426}, {'symbol': '2015', 'Prob%': 72.6, 'RR_Ratio': 1.17, 'Count': 117}, {'symbol': '9618', 'Prob%': 70.3, 'RR_Ratio': 1.53, 'Count': 283}, {'symbol': '9988', 'Prob%': 66.6, 'RR_Ratio': 1.78, 'Count': 332}]",new_test
